t,demand
2119,102.6
2120,113.4
2121,115.9
2122,116.8
2123,120.5
2124,120.3
2125,119
2126,120.4
2127,118.4
2128,115.5
2129,130.7
2130,165.5
2131,172
2132,163
2133,146.3
2134,123.8
2135,108.2
2136,98.1
2137,92.9
2138,88.7
2139,86.6
2140,86.9
2141,89.2
2142,88.9
2143,103.7
2144,117.3
2145,126.2
2146,129
2147,133.3
2148,134.2
2149,134
2150,143.7
2151,144.9
2152,144.4
2153,147
2154,184.1
2155,196.6
2156,186.8
2157,172.2
2158,158.1
2159,132.7
2160,115.4
2161,109.1
2162,103.8
2163,100.1
2164,97.1
2165,101.2
2166,106.5
2167,122.6
2168,125
2169,121.7
2170,122
2171,126.4
2172,133.9
2173,143.2
2174,143.5
2175,141.5
2176,136.8
2177,143.2
2178,178.8
2179,182.5
2180,169.2
2181,154.6
2182,141.5
2183,128.3
2184,110.1
2185,105.4
2186,100.3
2187,97.3
2188,96.1
2189,96.3
2190,92.2
2191,104.1
2192,120.3
2193,133.7
2194,140.2
2195,145.1
2196,146.1
2197,143.9
2198,150.3
2199,151.8
2200,149.7
2201,152.6
2202,195.9
