t,DNI,t_ambt,Wt,Qt,GHI,day,SF,DHI
181,842.5953706,26.82,1.073816377,946.9726691,783.0047535,8,0,0
182,684.2805109,26.75,1.061522029,951.4931923,630.2339557,8,0,0
183,480.5316552,26.71,1.049227681,956.0137155,434.0478966,8,0,0
184,265.9019947,26.7,1.036933333,960.5342387,228.1533515,8,0,0
185,73.2080526,26.72,1.024638986,965.054762,44.48022725,8,0,0
186,0,26.75,1.012344638,1.217.855,0,8,0,0
187,0,26.78,1.00005029,-2722.2576,0,8,0,0
188,0,26.83,0.987755942,-2819.6398,0,8,0,0
189,0,26.87,0.975461594,-2917.022,0,8,0,0
190,0,26.87,0.963167246,-3014.4042,0,8,0,0
191,0,26.85,0.950872899,-3111.7864,0,8,0,0
192,0,26.81,0.938578551,969.5752852,0,9,0,0
193,0,26.75,0.926284203,974.0958084,0,9,0,0
194,0,26.65,0.913989855,978.6163316,0,9,0,0
195,0,26.58,0.901695507,983.1368548,0,9,0,0
196,0,26.54,0.889401159,987.6573781,0,9,0,0
197,0,26.5,0.877106812,992.1779013,0,9,0,0
198,53.87624033,26.51,0.864812464,996.6984245,26.34121506,9,0,0
199,242.1997686,26.58,0.852518116,1001.218948,205.7196357,9,0,0
200,455.7156551,26.69,0.840223768,1005.739471,410.4742166,9,0,0
201,662.3237024,26.8,0.82792942,1010.259994,609.3829045,9,0,0
202,827.3024894,26.89,0.815635072,1014.780517,768.5795744,9,0,0
203,921.2064319,26.96,0.803340725,1019.301041,859.3042196,9,0,0
204,926.7498095,26.98,0.791046377,1023.821564,864.6621414,9,0,0
205,842.9017402,26.94,0.778752029,1028.342087,783.6455567,9,0,0
206,685.1314338,26.91,0.766457681,1032.86261,631.3744743,9,0,0
207,481.7401185,26.89,0.754163333,1037.383133,435.4942838,9,0,0
208,267.2300004,26.85,0.741868986,1041.903657,229.6647233,9,0,0
209,74.4221421,26.83,0.729574638,1046.42418,45.82375365,9,0,0
210,0,26.79,0.71728029,1.217.856,0,9,0,0
211,0,26.77,0.704985942,-3209.1686,0,9,0,0
212,0,26.78,0.692691594,-3306.5508,0,9,0,0
213,0,26.8,0.680397246,-3403.933,0,9,0,0
214,0,26.8,0.668102899,-3501.3152,0,9,0,0
215,0,26.79,0.655808551,-3598.6974,0,9,0,0
216,0,26.78,0.643514203,1050.944703,0,10,0,0
217,0,26.77,0.631219855,1055.465226,0,10,0,0
218,0,26.79,0.618925507,1059.98575,0,10,0,0
219,0,26.83,0.606631159,1064.506273,0,10,0,0
220,0,26.84,0.594336812,1069.026796,0,10,0,0
221,0,26.86,0.582042464,1073.547319,0,10,0,0
222,52.85737265,26.85,0.569748116,1078.067842,25.5702523,10,0,0
223,240.8036162,26.85,0.557453768,1082.588366,204.6306681,10,0,0
224,454.0852551,26.85,0.54515942,1087.108889,409.199945,10,0,0
225,660.6772532,26.82,0.532865072,1091.629412,608.1269073,10,0,0
226,825.8872722,26.73,0.520570725,1096.149935,767.5717254,10,0,0
227,920.2432503,26.64,0.508276377,1100.670459,858.7469342,10,0,0
228,926.3821063,26.52,0.495982029,1105.190982,864.6813197,10,0,0
229,843.1624601,26.4,0.483687681,1109.711505,784.2590165,10,0,0
230,685.9361509,26.27,0.471393333,1114.232028,632.4861836,10,0,0
231,482.9081367,26.19,0.459098986,1118.752551,436.9160061,10,0,0
232,268.5278762,26.18,0.446804638,1123.273075,231.1595542,10,0,0
233,75.61830196,26.2,0.43451029,1127.793598,47.16035459,10,0,0
234,0,26.26,0.422215942,1.217.857,0,10,0,0
235,0,26.35,0.409921594,-3696.0796,0,10,0,0
236,0,26.46,0.397627246,-3793.4618,0,10,0,0
237,0,26.55,0.385332899,-3890.844,0,10,0,0
238,0,26.66,0.373038551,-3988.2262,0,10,0,0
239,0,26.76,0.360744203,-4085.6084,0,10,0,0
240,0,26.83,0.348449855,1132.314121,0,11,0,0
241,0,26.86,0.336155507,1136.834644,0,11,0,0
242,0,26.87,0.323861159,1141.355168,0,11,0,0
243,0,26.9,0.311566812,1145.875691,0,11,0,0
244,0,26.94,0.299272464,1150.396214,0,11,0,0
245,0,26.98,0.286978116,1154.916737,0,11,0,0
246,51.86685492,27.01,0.274683768,1159.43726,24.83441262,11,0,0
247,239.4349837,27.05,0.26238942,1163.957784,203.5785745,11,0,0
248,452.4752001,27.09,0.250095072,1168.478307,407.9579099,11,0,0
249,659.0384573,27.12,0.237800725,1172.99883,606.8927708,11,0,0
250,824.4636975,27.13,0.225506377,1177.519353,766.5716416,11,0,0
251,919.255442,27.12,0.213212029,1182.039877,858.1824967,11,0,0
252,925.9764352,27.07,0.200917681,1186.5604,864.6806687,11,0,0
253,843.3773384,27,0.188623333,1191.080923,784.8446777,11,0,0
254,686.6939021,26.97,0.176328986,1195.601446,633.5681092,11,0,0
255,484.0345516,26.94,0.164034638,1200.121969,438.3117452,11,0,0
256,269.7942998,26.92,0.15174029,1204.642493,232.6364181,11,0,0
257,76.79528801,26.9,0.139445942,1209.163016,48.48873578,11,0,0
258,0,26.86,0.127151594,1.217.858,0,11,0,0
259,0,26.85,0.114857246,-4182.9906,0,11,0,0
260,0,26.84,0.102562899,-4280.3728,0,11,0,0
261,0,26.84,0.090268551,-4377.755,0,11,0,0
262,0,26.84,0.077974203,-4475.1372,0,11,0,0
263,0,26.83,0.065679855,-4572.5194,0,11,0,0
264,0,26.85,0.053385507,1213.683539,0,12,0,0
265,0,26.83,0.041091159,1218.204062,0,12,0,0
266,0,26.81,0.028796812,1222.724585,0,12,0,0
267,0,26.82,0.016502464,1227.245109,0,12,0,0
268,0,26.83,0.004208116,1231.765632,0,12,0,0
269,0,26.88,-0.008086232,1236.286155,0,12,0,0
270,50.90548216,26.93,-0.02038058,1240.806678,24.13428911,12,0,0
271,238.0950668,26.99,-0.032674928,1245.327202,202.5642934,12,0,0
272,450.8869731,27.05,-0.044969275,1249.847725,406.749293,12,0,0
273,657.408886,27.11,-0.057263623,1254.368248,605.6817355,12,0,0
274,823.0331819,27.14,-0.069557971,1258.888771,765.5803961,12,0,0
275,918.2440361,27.17,-0.081852319,1263.409294,857.6115993,12,0,0
276,925.533271,27.17,-0.094146667,1267.929818,864.6603493,12,0,0
277,843.5462328,27.15,-0.106441014,1272.450341,785.4021216,12,0,0
278,687.403984,27.12,-0.118735362,1276.970864,634.6193196,12,0,0
279,485.1182589,27.11,-0.13102971,1281.491387,439.6802242,12,0,0
280,271.0279921,27.08,-0.143324058,1286.011911,234.0939201,12,0,0
281,77.95188409,27.06,-0.155618406,1290.532434,49.80762029,12,0,0
282,0,27.01,-0.167912754,1.217.859,0,12,0,0
283,0,26.97,-0.180207101,-4669.9016,0,12,0,0
284,0,26.93,-0.192501449,-4767.2838,0,12,0,0
285,0,26.88,-0.204795797,-4864.666,0,12,0,0
