t,demand
1826,1244.3
1827,1214.6
1828,1200.9
1829,1122.8
1830,1170.2
1831,1272.5
1832,1292.4
1833,1292.8
1834,1265.1
1835,1264.6
1836,1208.4
1837,1181.5
1838,1209.5
1839,1208.9
1840,1182.3
1841,1278.7
1842,1490.7
1843,1491.6
1844,1465.3
1845,1428.4
1846,1369.6
1847,1288.2
1848,1238.4
1849,1207.2
1850,1184.5
1851,1161.7
1852,1148.8
1853,1105
1854,1082.5
1855,1124.3
1856,1155.6
1857,1174.4
1858,1193.6
1859,1196.9
1860,1136.2
1861,1099.4
1862,1077.9
1863,1091.6
1864,1093.5
1865,1151.5
1866,1398.6
1867,1437.4
1868,1418.3
1869,1379.7
1870,1312.7
1871,1259.4
1872,1215.4
1873,1181.2
1874,1157.1
1875,1152.6
1876,1161.1
1877,1120.2
1878,1108.9
1879,1194.8
1880,1263.5
1881,1309.1
1882,1323
1883,1338.7
1884,1351.8
1885,1375.8
1886,1402.6
1887,1415.9
1888,1363.7
1889,1339.5
1890,1579.6
1891,1568.6
1892,1529.7
1893,1454.1
1894,1364.3
1895,1298.2
1896,1247.4
1897,1216.3
1898,1184.7
1899,1165.3
1900,1187.3
1901,1126.3
1902,1103.6
1903,1177.4
1904,1256.7
1905,1318.4
1906,1348.7
1907,1387.8
1908,1374
1909,1402.1
1910,1413.1
1911,1380.3
1912,1298.9
1913,1312.3
1914,1522.8
1915,1520.2
1916,1484.5
1917,1464.8
1918,1384.4
1919,1307.6
