t,Rt,Tt,Wt,Qt
0,0,13.277,3.95,356.731
1,0,13.089,3.515,295.381
2,0,12.819,3.434,275.283
3,0,12.575,3.332,264.324
4,0,12.398,3.187,550.275
5,0,12.311,2.87,278.502
6,82,12.479,2.696,499.482
7,352,14.698,2.417,95.259
8,634,17.742,3.095,515.569
9,827,19.985,3.37,644.103
10,961,21.557,3.567,255.381
11,1.03,22.57,3.78,98.925
12,1.026,23.096,3.766,3.855
13,952,23.233,3.493,284.818
14,814,23.025,3.083,433.998
15,619,22.427,2.671,991.923
16,367,21.388,2.178,256.254
17,123,19.471,2.329,326.736
18,0,17.586,2.369,1.217.848
19,0,16.765,2.531,675.934
20,0,15.856,3.047,631.874
21,0,14.971,3.559,587.451
22,0,14.399,3.76,113.112
23,0,13.979,3.786,448.404
24,0,13.277,3.95,356.731
25,0,13.089,3.515,295.381
26,0,12.819,3.434,275.283
27,0,12.575,3.332,264.324
28,0,12.398,3.187,550.275
29,0,12.311,2.87,278.502
30,82,12.479,2.696,499.482
31,352,14.698,2.417,95.259
32,634,17.742,3.095,515.569
33,827,19.985,3.37,644.103
34,961,21.557,3.567,255.381
35,1.03,22.57,3.78,98.925
36,1.026,23.096,3.766,3.855
37,952,23.233,3.493,284.818
38,814,23.025,3.083,433.998
39,619,22.427,2.671,991.923
40,367,21.388,2.178,256.254
41,123,19.471,2.329,326.736
42,0,17.586,2.369,1.217.848
43,0,16.765,2.531,675.934
44,0,15.856,3.047,631.874
45,0,14.971,3.559,587.451
46,0,14.399,3.76,113.112
47,0,13.979,3.786,448.404
48,0,13.277,3.95,356.731
49,0,13.089,3.515,295.381
50,0,12.819,3.434,275.283
51,0,12.575,3.332,264.324
52,0,12.398,3.187,550.275
53,0,12.311,2.87,278.502
54,82,12.479,2.696,499.482
55,352,14.698,2.417,95.259
56,634,17.742,3.095,515.569
57,827,19.985,3.37,644.103
58,961,21.557,3.567,255.381
59,1.03,22.57,3.78,98.925
60,1.026,23.096,3.766,3.855
61,952,23.233,3.493,284.818
62,814,23.025,3.083,433.998
63,619,22.427,2.671,991.923
64,367,21.388,2.178,256.254
65,123,19.471,2.329,326.736
66,0,17.586,2.369,1.217.848
67,0,16.765,2.531,675.934
68,0,15.856,3.047,631.874
69,0,14.971,3.559,587.451
70,0,14.399,3.76,113.112
71,0,13.979,3.786,448.404
72,0,13.277,3.95,356.731
73,0,13.089,3.515,295.381
74,0,12.819,3.434,275.283
75,0,12.575,3.332,264.324
76,0,12.398,3.187,550.275
77,0,12.311,2.87,278.502
78,82,12.479,2.696,499.482
79,352,14.698,2.417,95.259
80,634,17.742,3.095,515.569
81,827,19.985,3.37,644.103
82,961,21.557,3.567,255.381
83,1.03,22.57,3.78,98.925
84,1.026,23.096,3.766,3.855
85,952,23.233,3.493,284.818
86,814,23.025,3.083,433.998
87,619,22.427,2.671,991.923
88,367,21.388,2.178,256.254
89,123,19.471,2.329,326.736
90,0,17.586,2.369,1.217.848
91,0,16.765,2.531,675.934
92,0,15.856,3.047,631.874
93,0,14.971,3.559,587.451
94,0,14.399,3.76,113.112
95,0,13.979,3.786,448.404
96,0,13.277,3.95,356.731
97,0,13.089,3.515,295.381
98,0,12.819,3.434,275.283
99,0,12.575,3.332,264.324
100,0,12.398,3.187,550.275
101,0,12.311,2.87,278.502
102,82,12.479,2.696,499.482
103,352,14.698,2.417,95.259
104,634,17.742,3.095,515.569
105,827,19.985,3.37,644.103
106,961,21.557,3.567,255.381
107,1.03,22.57,3.78,98.925
108,1.026,23.096,3.766,3.855
109,952,23.233,3.493,284.818
110,814,23.025,3.083,433.998
111,619,22.427,2.671,991.923
112,367,21.388,2.178,256.254
113,123,19.471,2.329,326.736
114,0,17.586,2.369,1.217.848
115,0,16.765,2.531,675.934
116,0,15.856,3.047,631.874
117,0,14.971,3.559,587.451
118,0,14.399,3.76,113.112
119,0,13.979,3.786,448.404
120,0,13.277,3.95,356.731
121,0,13.089,3.515,295.381
122,0,12.819,3.434,275.283
123,0,12.575,3.332,264.324
124,0,12.398,3.187,550.275
125,0,12.311,2.87,278.502
126,82,12.479,2.696,499.482
127,352,14.698,2.417,95.259
128,634,17.742,3.095,515.569
129,827,19.985,3.37,644.103
130,961,21.557,3.567,255.381
131,1.03,22.57,3.78,98.925
132,1.026,23.096,3.766,3.855
133,952,23.233,3.493,284.818
134,814,23.025,3.083,433.998
135,619,22.427,2.671,991.923
136,367,21.388,2.178,256.254
137,123,19.471,2.329,326.736
138,0,17.586,2.369,1.217.848
139,0,16.765,2.531,675.934
140,0,15.856,3.047,631.874
141,0,14.971,3.559,587.451
142,0,14.399,3.76,113.112
143,0,13.979,3.786,448.404
144,0,13.277,3.95,356.731
145,0,13.089,3.515,295.381
146,0,12.819,3.434,275.283
147,0,12.575,3.332,264.324
148,0,12.398,3.187,550.275
149,0,12.311,2.87,278.502
150,82,12.479,2.696,499.482
151,352,14.698,2.417,95.259
152,634,17.742,3.095,515.569
153,827,19.985,3.37,644.103
154,961,21.557,3.567,255.381
155,1.03,22.57,3.78,98.925
156,1.026,23.096,3.766,3.855
157,952,23.233,3.493,284.818
158,814,23.025,3.083,433.998
159,619,22.427,2.671,991.923
160,367,21.388,2.178,256.254
161,123,19.471,2.329,326.736
162,0,17.586,2.369,1.217.848
163,0,16.765,2.531,675.934
164,0,15.856,3.047,631.874
165,0,14.971,3.559,587.451
166,0,14.399,3.76,113.112
167,0,13.979,3.786,448.404
168,0,13.277,3.95,356.731
169,0,13.089,3.515,295.381
170,0,12.819,3.434,275.283
171,0,12.575,3.332,264.324
172,0,12.398,3.187,550.275
173,0,12.311,2.87,278.502
174,82,12.479,2.696,499.482
175,352,14.698,2.417,95.259
176,634,17.742,3.095,515.569
177,827,19.985,3.37,644.103
178,961,21.557,3.567,255.381
179,1.03,22.57,3.78,98.925
180,1.026,23.096,3.766,3.855
181,952,23.233,3.493,284.818
182,814,23.025,3.083,433.998
183,619,22.427,2.671,991.923
184,367,21.388,2.178,256.254
185,123,19.471,2.329,326.736
186,0,17.586,2.369,1.217.848
187,0,16.765,2.531,675.934
188,0,15.856,3.047,631.874
189,0,14.971,3.559,587.451
190,0,14.399,3.76,113.112
191,0,13.979,3.786,448.404
192,0,13.277,3.95,356.731
193,0,13.089,3.515,295.381
194,0,12.819,3.434,275.283
195,0,12.575,3.332,264.324
196,0,12.398,3.187,550.275
197,0,12.311,2.87,278.502
198,82,12.479,2.696,499.482
199,352,14.698,2.417,95.259
200,634,17.742,3.095,515.569
201,827,19.985,3.37,644.103
202,961,21.557,3.567,255.381
203,1.03,22.57,3.78,98.925
204,1.026,23.096,3.766,3.855
205,952,23.233,3.493,284.818
206,814,23.025,3.083,433.998
207,619,22.427,2.671,991.923
208,367,21.388,2.178,256.254
209,123,19.471,2.329,326.736
210,0,17.586,2.369,1.217.848
211,0,16.765,2.531,675.934
212,0,15.856,3.047,631.874
213,0,14.971,3.559,587.451
214,0,14.399,3.76,113.112
215,0,13.979,3.786,448.404
216,0,13.277,3.95,356.731
217,0,13.089,3.515,295.381
218,0,12.819,3.434,275.283
219,0,12.575,3.332,264.324
220,0,12.398,3.187,550.275
221,0,12.311,2.87,278.502
222,82,12.479,2.696,499.482
223,352,14.698,2.417,95.259
224,634,17.742,3.095,515.569
225,827,19.985,3.37,644.103
226,961,21.557,3.567,255.381
227,1.03,22.57,3.78,98.925
228,1.026,23.096,3.766,3.855
229,952,23.233,3.493,284.818
230,814,23.025,3.083,433.998
231,619,22.427,2.671,991.923
232,367,21.388,2.178,256.254
233,123,19.471,2.329,326.736
234,0,17.586,2.369,1.217.848
235,0,16.765,2.531,675.934
236,0,15.856,3.047,631.874
237,0,14.971,3.559,587.451
238,0,14.399,3.76,113.112
239,0,13.979,3.786,448.404
240,0,13.277,3.95,356.731
241,0,13.089,3.515,295.381
242,0,12.819,3.434,275.283
243,0,12.575,3.332,264.324
244,0,12.398,3.187,550.275
245,0,12.311,2.87,278.502
246,82,12.479,2.696,499.482
247,352,14.698,2.417,95.259
248,634,17.742,3.095,515.569
249,827,19.985,3.37,644.103
250,961,21.557,3.567,255.381
251,1.03,22.57,3.78,98.925
252,1.026,23.096,3.766,3.855
253,952,23.233,3.493,284.818
254,814,23.025,3.083,433.998
255,619,22.427,2.671,991.923
256,367,21.388,2.178,256.254
257,123,19.471,2.329,326.736
258,0,17.586,2.369,1.217.848
259,0,16.765,2.531,675.934
260,0,15.856,3.047,631.874
261,0,14.971,3.559,587.451
262,0,14.399,3.76,113.112
263,0,13.979,3.786,448.404
264,0,13.277,3.95,356.731
265,0,13.089,3.515,295.381
266,0,12.819,3.434,275.283
267,0,12.575,3.332,264.324
268,0,12.398,3.187,550.275
269,0,12.311,2.87,278.502
270,82,12.479,2.696,499.482
271,352,14.698,2.417,95.259
272,634,17.742,3.095,515.569
273,827,19.985,3.37,644.103
274,961,21.557,3.567,255.381
275,1.03,22.57,3.78,98.925
276,1.026,23.096,3.766,3.855
277,952,23.233,3.493,284.818
278,814,23.025,3.083,433.998
279,619,22.427,2.671,991.923
280,367,21.388,2.178,256.254
281,123,19.471,2.329,326.736
282,0,17.586,2.369,1.217.848
283,0,16.765,2.531,675.934
284,0,15.856,3.047,631.874
285,0,14.971,3.559,587.451
286,0,14.399,3.76,113.112
287,0,13.979,3.786,448.404
288,0,13.277,3.95,356.731
289,0,13.089,3.515,295.381
290,0,12.819,3.434,275.283
291,0,12.575,3.332,264.324
292,0,12.398,3.187,550.275
293,0,12.311,2.87,278.502
294,82,12.479,2.696,499.482
295,352,14.698,2.417,95.259
296,634,17.742,3.095,515.569
297,827,19.985,3.37,644.103
298,961,21.557,3.567,255.381
299,1.03,22.57,3.78,98.925
300,1.026,23.096,3.766,3.855
301,952,23.233,3.493,284.818
302,814,23.025,3.083,433.998
303,619,22.427,2.671,991.923
304,367,21.388,2.178,256.254
305,123,19.471,2.329,326.736
306,0,17.586,2.369,1.217.848
307,0,16.765,2.531,675.934
308,0,15.856,3.047,631.874
309,0,14.971,3.559,587.451
310,0,14.399,3.76,113.112
311,0,13.979,3.786,448.404
312,0,13.277,3.95,356.731
313,0,13.089,3.515,295.381
314,0,12.819,3.434,275.283
315,0,12.575,3.332,264.324
316,0,12.398,3.187,550.275
317,0,12.311,2.87,278.502
318,82,12.479,2.696,499.482
319,352,14.698,2.417,95.259
320,634,17.742,3.095,515.569
321,827,19.985,3.37,644.103
322,961,21.557,3.567,255.381
323,1.03,22.57,3.78,98.925
324,1.026,23.096,3.766,3.855
325,952,23.233,3.493,284.818
326,814,23.025,3.083,433.998
327,619,22.427,2.671,991.923
328,367,21.388,2.178,256.254
329,123,19.471,2.329,326.736
330,0,17.586,2.369,1.217.848
331,0,16.765,2.531,675.934
332,0,15.856,3.047,631.874
333,0,14.971,3.559,587.451
334,0,14.399,3.76,113.112
335,0,13.979,3.786,448.404
336,0,13.277,3.95,356.731
337,0,13.089,3.515,295.381
338,0,12.819,3.434,275.283
339,0,12.575,3.332,264.324
340,0,12.398,3.187,550.275
341,0,12.311,2.87,278.502
342,82,12.479,2.696,499.482
343,352,14.698,2.417,95.259
344,634,17.742,3.095,515.569
345,827,19.985,3.37,644.103
346,961,21.557,3.567,255.381
347,1.03,22.57,3.78,98.925
348,1.026,23.096,3.766,3.855
349,952,23.233,3.493,284.818
350,814,23.025,3.083,433.998
351,619,22.427,2.671,991.923
352,367,21.388,2.178,256.254
353,123,19.471,2.329,326.736
354,0,17.586,2.369,1.217.848
355,0,16.765,2.531,675.934
356,0,15.856,3.047,631.874
357,0,14.971,3.559,587.451
358,0,14.399,3.76,113.112
359,0,13.979,3.786,448.404
360,0,13.277,3.95,356.731
361,0,13.089,3.515,295.381
362,0,12.819,3.434,275.283
363,0,12.575,3.332,264.324
364,0,12.398,3.187,550.275
365,0,12.311,2.87,278.502
366,82,12.479,2.696,499.482
367,352,14.698,2.417,95.259
368,634,17.742,3.095,515.569
369,827,19.985,3.37,644.103
370,961,21.557,3.567,255.381
371,1.03,22.57,3.78,98.925
372,1.026,23.096,3.766,3.855
373,952,23.233,3.493,284.818
374,814,23.025,3.083,433.998
375,619,22.427,2.671,991.923
376,367,21.388,2.178,256.254
377,123,19.471,2.329,326.736
378,0,17.586,2.369,1.217.848
379,0,16.765,2.531,675.934
380,0,15.856,3.047,631.874
381,0,14.971,3.559,587.451
382,0,14.399,3.76,113.112
383,0,13.979,3.786,448.404
384,0,13.277,3.95,356.731
385,0,13.089,3.515,295.381
386,0,12.819,3.434,275.283
387,0,12.575,3.332,264.324
388,0,12.398,3.187,550.275
389,0,12.311,2.87,278.502
390,82,12.479,2.696,499.482
391,352,14.698,2.417,95.259
392,634,17.742,3.095,515.569
393,827,19.985,3.37,644.103
394,961,21.557,3.567,255.381
395,1.03,22.57,3.78,98.925
396,1.026,23.096,3.766,3.855
397,952,23.233,3.493,284.818
398,814,23.025,3.083,433.998
399,619,22.427,2.671,991.923
400,367,21.388,2.178,256.254
401,123,19.471,2.329,326.736
402,0,17.586,2.369,1.217.848
403,0,16.765,2.531,675.934
404,0,15.856,3.047,631.874
405,0,14.971,3.559,587.451
406,0,14.399,3.76,113.112
407,0,13.979,3.786,448.404
408,0,13.277,3.95,356.731
409,0,13.089,3.515,295.381
410,0,12.819,3.434,275.283
411,0,12.575,3.332,264.324
412,0,12.398,3.187,550.275
413,0,12.311,2.87,278.502
414,82,12.479,2.696,499.482
415,352,14.698,2.417,95.259
416,634,17.742,3.095,515.569
417,827,19.985,3.37,644.103
418,961,21.557,3.567,255.381
419,1.03,22.57,3.78,98.925
420,1.026,23.096,3.766,3.855
421,952,23.233,3.493,284.818
422,814,23.025,3.083,433.998
423,619,22.427,2.671,991.923
424,367,21.388,2.178,256.254
425,123,19.471,2.329,326.736
426,0,17.586,2.369,1.217.848
427,0,16.765,2.531,675.934
428,0,15.856,3.047,631.874
429,0,14.971,3.559,587.451
430,0,14.399,3.76,113.112
431,0,13.979,3.786,448.404
432,0,13.277,3.95,356.731
433,0,13.089,3.515,295.381
434,0,12.819,3.434,275.283
435,0,12.575,3.332,264.324
436,0,12.398,3.187,550.275
437,0,12.311,2.87,278.502
438,82,12.479,2.696,499.482
439,352,14.698,2.417,95.259
440,634,17.742,3.095,515.569
441,827,19.985,3.37,644.103
442,961,21.557,3.567,255.381
443,1.03,22.57,3.78,98.925
444,1.026,23.096,3.766,3.855
445,952,23.233,3.493,284.818
446,814,23.025,3.083,433.998
447,619,22.427,2.671,991.923
448,367,21.388,2.178,256.254
449,123,19.471,2.329,326.736
450,0,17.586,2.369,1.217.848
451,0,16.765,2.531,675.934
452,0,15.856,3.047,631.874
453,0,14.971,3.559,587.451
454,0,14.399,3.76,113.112
455,0,13.979,3.786,448.404
456,0,13.277,3.95,356.731
457,0,13.089,3.515,295.381
458,0,12.819,3.434,275.283
459,0,12.575,3.332,264.324
460,0,12.398,3.187,550.275
461,0,12.311,2.87,278.502
462,82,12.479,2.696,499.482
463,352,14.698,2.417,95.259
464,634,17.742,3.095,515.569
465,827,19.985,3.37,644.103
466,961,21.557,3.567,255.381
467,1.03,22.57,3.78,98.925
468,1.026,23.096,3.766,3.855
469,952,23.233,3.493,284.818
470,814,23.025,3.083,433.998
471,619,22.427,2.671,991.923
472,367,21.388,2.178,256.254
473,123,19.471,2.329,326.736
474,0,17.586,2.369,1.217.848
475,0,16.765,2.531,675.934
476,0,15.856,3.047,631.874
477,0,14.971,3.559,587.451
478,0,14.399,3.76,113.112
479,0,13.979,3.786,448.404
480,0,13.277,3.95,356.731
481,0,13.089,3.515,295.381
482,0,12.819,3.434,275.283
483,0,12.575,3.332,264.324
484,0,12.398,3.187,550.275
485,0,12.311,2.87,278.502
486,82,12.479,2.696,499.482
487,352,14.698,2.417,95.259
488,634,17.742,3.095,515.569
489,827,19.985,3.37,644.103
490,961,21.557,3.567,255.381
491,1.03,22.57,3.78,98.925
492,1.026,23.096,3.766,3.855
493,952,23.233,3.493,284.818
494,814,23.025,3.083,433.998
495,619,22.427,2.671,991.923
496,367,21.388,2.178,256.254
497,123,19.471,2.329,326.736
498,0,17.586,2.369,1.217.848
499,0,16.765,2.531,675.934
500,0,15.856,3.047,631.874
501,0,14.971,3.559,587.451
502,0,14.399,3.76,113.112
503,0,13.979,3.786,448.404
504,0,13.277,3.95,356.731
505,0,13.089,3.515,295.381
506,0,12.819,3.434,275.283
507,0,12.575,3.332,264.324
508,0,12.398,3.187,550.275
509,0,12.311,2.87,278.502
510,82,12.479,2.696,499.482
511,352,14.698,2.417,95.259
512,634,17.742,3.095,515.569
513,827,19.985,3.37,644.103
514,961,21.557,3.567,255.381
515,1.03,22.57,3.78,98.925
516,1.026,23.096,3.766,3.855
517,952,23.233,3.493,284.818
518,814,23.025,3.083,433.998
519,619,22.427,2.671,991.923
520,367,21.388,2.178,256.254
521,123,19.471,2.329,326.736
522,0,17.586,2.369,1.217.848
523,0,16.765,2.531,675.934
524,0,15.856,3.047,631.874
525,0,14.971,3.559,587.451
526,0,14.399,3.76,113.112
527,0,13.979,3.786,448.404
528,0,13.277,3.95,356.731
529,0,13.089,3.515,295.381
530,0,12.819,3.434,275.283
531,0,12.575,3.332,264.324
532,0,12.398,3.187,550.275
533,0,12.311,2.87,278.502
534,82,12.479,2.696,499.482
535,352,14.698,2.417,95.259
536,634,17.742,3.095,515.569
537,827,19.985,3.37,644.103
538,961,21.557,3.567,255.381
539,1.03,22.57,3.78,98.925
540,1.026,23.096,3.766,3.855
541,952,23.233,3.493,284.818
542,814,23.025,3.083,433.998
543,619,22.427,2.671,991.923
544,367,21.388,2.178,256.254
545,123,19.471,2.329,326.736
546,0,17.586,2.369,1.217.848
547,0,16.765,2.531,675.934
548,0,15.856,3.047,631.874
549,0,14.971,3.559,587.451
550,0,14.399,3.76,113.112
551,0,13.979,3.786,448.404
552,0,13.277,3.95,356.731
553,0,13.089,3.515,295.381
554,0,12.819,3.434,275.283
555,0,12.575,3.332,264.324
556,0,12.398,3.187,550.275
557,0,12.311,2.87,278.502
558,82,12.479,2.696,499.482
559,352,14.698,2.417,95.259
560,634,17.742,3.095,515.569
561,827,19.985,3.37,644.103
562,961,21.557,3.567,255.381
563,1.03,22.57,3.78,98.925
564,1.026,23.096,3.766,3.855
565,952,23.233,3.493,284.818
566,814,23.025,3.083,433.998
567,619,22.427,2.671,991.923
568,367,21.388,2.178,256.254
569,123,19.471,2.329,326.736
570,0,17.586,2.369,1.217.848
571,0,16.765,2.531,675.934
572,0,15.856,3.047,631.874
573,0,14.971,3.559,587.451
574,0,14.399,3.76,113.112
575,0,13.979,3.786,448.404
576,0,13.277,3.95,356.731
577,0,13.089,3.515,295.381
578,0,12.819,3.434,275.283
579,0,12.575,3.332,264.324
580,0,12.398,3.187,550.275
581,0,12.311,2.87,278.502
582,82,12.479,2.696,499.482
583,352,14.698,2.417,95.259
584,634,17.742,3.095,515.569
585,827,19.985,3.37,644.103
586,961,21.557,3.567,255.381
587,1.03,22.57,3.78,98.925
588,1.026,23.096,3.766,3.855
589,952,23.233,3.493,284.818
590,814,23.025,3.083,433.998
591,619,22.427,2.671,991.923
592,367,21.388,2.178,256.254
593,123,19.471,2.329,326.736
594,0,17.586,2.369,1.217.848
595,0,16.765,2.531,675.934
596,0,15.856,3.047,631.874
597,0,14.971,3.559,587.451
598,0,14.399,3.76,113.112
599,0,13.979,3.786,448.404
600,0,13.277,3.95,356.731
601,0,13.089,3.515,295.381
602,0,12.819,3.434,275.283
603,0,12.575,3.332,264.324
604,0,12.398,3.187,550.275
605,0,12.311,2.87,278.502
606,82,12.479,2.696,499.482
607,352,14.698,2.417,95.259
608,634,17.742,3.095,515.569
609,827,19.985,3.37,644.103
610,961,21.557,3.567,255.381
611,1.03,22.57,3.78,98.925
612,1.026,23.096,3.766,3.855
613,952,23.233,3.493,284.818
614,814,23.025,3.083,433.998
615,619,22.427,2.671,991.923
616,367,21.388,2.178,256.254
617,123,19.471,2.329,326.736
618,0,17.586,2.369,1.217.848
619,0,16.765,2.531,675.934
620,0,15.856,3.047,631.874
621,0,14.971,3.559,587.451
622,0,14.399,3.76,113.112
623,0,13.979,3.786,448.404
624,0,13.277,3.95,356.731
625,0,13.089,3.515,295.381
626,0,12.819,3.434,275.283
627,0,12.575,3.332,264.324
628,0,12.398,3.187,550.275
629,0,12.311,2.87,278.502
630,82,12.479,2.696,499.482
631,352,14.698,2.417,95.259
632,634,17.742,3.095,515.569
633,827,19.985,3.37,644.103
634,961,21.557,3.567,255.381
635,1.03,22.57,3.78,98.925
636,1.026,23.096,3.766,3.855
637,952,23.233,3.493,284.818
638,814,23.025,3.083,433.998
639,619,22.427,2.671,991.923
640,367,21.388,2.178,256.254
641,123,19.471,2.329,326.736
642,0,17.586,2.369,1.217.848
643,0,16.765,2.531,675.934
644,0,15.856,3.047,631.874
645,0,14.971,3.559,587.451
646,0,14.399,3.76,113.112
647,0,13.979,3.786,448.404
648,0,13.277,3.95,356.731
649,0,13.089,3.515,295.381
650,0,12.819,3.434,275.283
651,0,12.575,3.332,264.324
652,0,12.398,3.187,550.275
653,0,12.311,2.87,278.502
654,82,12.479,2.696,499.482
655,352,14.698,2.417,95.259
656,634,17.742,3.095,515.569
657,827,19.985,3.37,644.103
658,961,21.557,3.567,255.381
659,1.03,22.57,3.78,98.925
660,1.026,23.096,3.766,3.855
661,952,23.233,3.493,284.818
662,814,23.025,3.083,433.998
663,619,22.427,2.671,991.923
664,367,21.388,2.178,256.254
665,123,19.471,2.329,326.736
666,0,17.586,2.369,1.217.848
667,0,16.765,2.531,675.934
668,0,15.856,3.047,631.874
669,0,14.971,3.559,587.451
670,0,14.399,3.76,113.112
671,0,13.979,3.786,448.404
672,0,13.277,3.95,356.731
673,0,13.089,3.515,295.381
674,0,12.819,3.434,275.283
675,0,12.575,3.332,264.324
676,0,12.398,3.187,550.275
677,0,12.311,2.87,278.502
678,82,12.479,2.696,499.482
679,352,14.698,2.417,95.259
680,634,17.742,3.095,515.569
681,827,19.985,3.37,644.103
682,961,21.557,3.567,255.381
683,1.03,22.57,3.78,98.925
684,1.026,23.096,3.766,3.855
685,952,23.233,3.493,284.818
686,814,23.025,3.083,433.998
687,619,22.427,2.671,991.923
688,367,21.388,2.178,256.254
689,123,19.471,2.329,326.736
690,0,17.586,2.369,1.217.848
691,0,16.765,2.531,675.934
692,0,15.856,3.047,631.874
693,0,14.971,3.559,587.451
694,0,14.399,3.76,113.112
695,0,13.979,3.786,448.404
696,0,13.277,3.95,356.731
697,0,13.089,3.515,295.381
698,0,12.819,3.434,275.283
699,0,12.575,3.332,264.324
700,0,12.398,3.187,550.275
701,0,12.311,2.87,278.502
702,82,12.479,2.696,499.482
703,352,14.698,2.417,95.259
704,634,17.742,3.095,515.569
705,827,19.985,3.37,644.103
706,961,21.557,3.567,255.381
707,1.03,22.57,3.78,98.925
708,1.026,23.096,3.766,3.855
709,952,23.233,3.493,284.818
710,814,23.025,3.083,433.998
711,619,22.427,2.671,991.923
712,367,21.388,2.178,256.254
713,123,19.471,2.329,326.736
714,0,17.586,2.369,1.217.848
715,0,16.765,2.531,675.934
716,0,15.856,3.047,631.874
717,0,14.971,3.559,587.451
718,0,14.399,3.76,113.112
719,0,13.979,3.786,448.404
720,0,13.277,3.95,356.731
721,0,13.089,3.515,295.381
722,0,12.819,3.434,275.283
723,0,12.575,3.332,264.324
724,0,12.398,3.187,550.275
725,0,12.311,2.87,278.502
726,82,12.479,2.696,499.482
727,352,14.698,2.417,95.259
728,634,17.742,3.095,515.569
729,827,19.985,3.37,644.103
730,961,21.557,3.567,255.381
731,1.03,22.57,3.78,98.925
732,1.026,23.096,3.766,3.855
733,952,23.233,3.493,284.818
734,814,23.025,3.083,433.998
735,619,22.427,2.671,991.923
736,367,21.388,2.178,256.254
737,123,19.471,2.329,326.736
738,0,17.586,2.369,1.217.848
739,0,16.765,2.531,675.934
740,0,15.856,3.047,631.874
741,0,14.971,3.559,587.451
742,0,14.399,3.76,113.112
743,0,13.979,3.786,448.404
744,0,13.277,3.95,356.731
745,0,13.089,3.515,295.381
746,0,12.819,3.434,275.283
747,0,12.575,3.332,264.324
748,0,12.398,3.187,550.275
749,0,12.311,2.87,278.502
750,82,12.479,2.696,499.482
751,352,14.698,2.417,95.259
752,634,17.742,3.095,515.569
753,827,19.985,3.37,644.103
754,961,21.557,3.567,255.381
755,1.03,22.57,3.78,98.925
756,1.026,23.096,3.766,3.855
757,952,23.233,3.493,284.818
758,814,23.025,3.083,433.998
759,619,22.427,2.671,991.923
760,367,21.388,2.178,256.254
761,123,19.471,2.329,326.736
762,0,17.586,2.369,1.217.848
763,0,16.765,2.531,675.934
764,0,15.856,3.047,631.874
765,0,14.971,3.559,587.451
766,0,14.399,3.76,113.112
767,0,13.979,3.786,448.404
768,0,13.277,3.95,356.731
769,0,13.089,3.515,295.381
770,0,12.819,3.434,275.283
771,0,12.575,3.332,264.324
772,0,12.398,3.187,550.275
773,0,12.311,2.87,278.502
774,82,12.479,2.696,499.482
775,352,14.698,2.417,95.259
776,634,17.742,3.095,515.569
777,827,19.985,3.37,644.103
778,961,21.557,3.567,255.381
779,1.03,22.57,3.78,98.925
780,1.026,23.096,3.766,3.855
781,952,23.233,3.493,284.818
782,814,23.025,3.083,433.998
783,619,22.427,2.671,991.923
784,367,21.388,2.178,256.254
785,123,19.471,2.329,326.736
786,0,17.586,2.369,1.217.848
787,0,16.765,2.531,675.934
788,0,15.856,3.047,631.874
789,0,14.971,3.559,587.451
790,0,14.399,3.76,113.112
791,0,13.979,3.786,448.404
792,0,13.277,3.95,356.731
793,0,13.089,3.515,295.381
794,0,12.819,3.434,275.283
795,0,12.575,3.332,264.324
796,0,12.398,3.187,550.275
797,0,12.311,2.87,278.502
798,82,12.479,2.696,499.482
799,352,14.698,2.417,95.259
800,634,17.742,3.095,515.569
801,827,19.985,3.37,644.103
802,961,21.557,3.567,255.381
803,1.03,22.57,3.78,98.925
804,1.026,23.096,3.766,3.855
805,952,23.233,3.493,284.818
806,814,23.025,3.083,433.998
807,619,22.427,2.671,991.923
808,367,21.388,2.178,256.254
809,123,19.471,2.329,326.736
810,0,17.586,2.369,1.217.848
811,0,16.765,2.531,675.934
812,0,15.856,3.047,631.874
813,0,14.971,3.559,587.451
814,0,14.399,3.76,113.112
815,0,13.979,3.786,448.404
816,0,13.277,3.95,356.731
817,0,13.089,3.515,295.381
818,0,12.819,3.434,275.283
819,0,12.575,3.332,264.324
820,0,12.398,3.187,550.275
821,0,12.311,2.87,278.502
822,82,12.479,2.696,499.482
823,352,14.698,2.417,95.259
824,634,17.742,3.095,515.569
825,827,19.985,3.37,644.103
826,961,21.557,3.567,255.381
827,1.03,22.57,3.78,98.925
828,1.026,23.096,3.766,3.855
829,952,23.233,3.493,284.818
830,814,23.025,3.083,433.998
831,619,22.427,2.671,991.923
832,367,21.388,2.178,256.254
833,123,19.471,2.329,326.736
834,0,17.586,2.369,1.217.848
835,0,16.765,2.531,675.934
836,0,15.856,3.047,631.874
837,0,14.971,3.559,587.451
838,0,14.399,3.76,113.112
839,0,13.979,3.786,448.404
840,0,13.277,3.95,356.731
841,0,13.089,3.515,295.381
842,0,12.819,3.434,275.283
843,0,12.575,3.332,264.324
844,0,12.398,3.187,550.275
845,0,12.311,2.87,278.502
846,82,12.479,2.696,499.482
847,352,14.698,2.417,95.259
848,634,17.742,3.095,515.569
849,827,19.985,3.37,644.103
850,961,21.557,3.567,255.381
851,1.03,22.57,3.78,98.925
852,1.026,23.096,3.766,3.855
853,952,23.233,3.493,284.818
854,814,23.025,3.083,433.998
855,619,22.427,2.671,991.923
856,367,21.388,2.178,256.254
857,123,19.471,2.329,326.736
858,0,17.586,2.369,1.217.848
859,0,16.765,2.531,675.934
