t,Rt,Tt,Wt,Qt
6462,82,12.479,2.696,499.482
6463,352,14.698,2.417,95.259
6464,634,17.742,3.095,515.569
6465,827,19.985,3.37,644.103
6466,961,21.557,3.567,255.381
6467,1.03,22.57,3.78,98.925
6468,1.026,23.096,3.766,3.855
6469,952,23.233,3.493,284.818
6470,814,23.025,3.083,433.998
6471,619,22.427,2.671,991.923
6472,367,21.388,2.178,256.254
6473,123,19.471,2.329,326.736
6474,0,17.586,2.369,1.217.848
6475,0,16.765,2.531,675.934
6476,0,15.856,3.047,631.874
6477,0,14.971,3.559,587.451
6478,0,14.399,3.76,113.112
6479,0,13.979,3.786,448.404
6480,0,13.277,3.95,356.731
6481,0,13.089,3.515,295.381
6482,0,12.819,3.434,275.283
6483,0,12.575,3.332,264.324
6484,0,12.398,3.187,550.275
6485,0,12.311,2.87,278.502
6486,82,12.479,2.696,499.482
6487,352,14.698,2.417,95.259
6488,634,17.742,3.095,515.569
6489,827,19.985,3.37,644.103
6490,961,21.557,3.567,255.381
6491,1.03,22.57,3.78,98.925
6492,1.026,23.096,3.766,3.855
6493,952,23.233,3.493,284.818
6494,814,23.025,3.083,433.998
6495,619,22.427,2.671,991.923
6496,367,21.388,2.178,256.254
6497,123,19.471,2.329,326.736
6498,0,17.586,2.369,1.217.848
6499,0,16.765,2.531,675.934
6500,0,15.856,3.047,631.874
6501,0,14.971,3.559,587.451
6502,0,14.399,3.76,113.112
6503,0,13.979,3.786,448.404
6504,0,13.277,3.95,356.731
6505,0,13.089,3.515,295.381
6506,0,12.819,3.434,275.283
6507,0,12.575,3.332,264.324
6508,0,12.398,3.187,550.275
6509,0,12.311,2.87,278.502
6510,82,12.479,2.696,499.482
6511,352,14.698,2.417,95.259
6512,634,17.742,3.095,515.569
6513,827,19.985,3.37,644.103
6514,961,21.557,3.567,255.381
6515,1.03,22.57,3.78,98.925
6516,1.026,23.096,3.766,3.855
6517,952,23.233,3.493,284.818
6518,814,23.025,3.083,433.998
6519,619,22.427,2.671,991.923
6520,367,21.388,2.178,256.254
6521,123,19.471,2.329,326.736
6522,0,17.586,2.369,1.217.848
6523,0,16.765,2.531,675.934
6524,0,15.856,3.047,631.874
6525,0,14.971,3.559,587.451
6526,0,14.399,3.76,113.112
6527,0,13.979,3.786,448.404
6528,0,13.277,3.95,356.731
6529,0,13.089,3.515,295.381
6530,0,12.819,3.434,275.283
6531,0,12.575,3.332,264.324
6532,0,12.398,3.187,550.275
6533,0,12.311,2.87,278.502
6534,82,12.479,2.696,499.482
6535,352,14.698,2.417,95.259
6536,634,17.742,3.095,515.569
6537,827,19.985,3.37,644.103
6538,961,21.557,3.567,255.381
6539,1.03,22.57,3.78,98.925
6540,1.026,23.096,3.766,3.855
6541,952,23.233,3.493,284.818
6542,814,23.025,3.083,433.998
6543,619,22.427,2.671,991.923
6544,367,21.388,2.178,256.254
6545,123,19.471,2.329,326.736
6546,0,17.586,2.369,1.217.848
6547,0,16.765,2.531,675.934
6548,0,15.856,3.047,631.874
6549,0,14.971,3.559,587.451
6550,0,14.399,3.76,113.112
6551,0,13.979,3.786,448.404
6552,0,13.277,3.95,356.731
6553,0,13.089,3.515,295.381
6554,0,12.819,3.434,275.283
6555,0,12.575,3.332,264.324
6556,0,12.398,3.187,550.275
6557,0,12.311,2.87,278.502
6558,82,12.479,2.696,499.482
6559,352,14.698,2.417,95.259
6560,634,17.742,3.095,515.569
6561,827,19.985,3.37,644.103
6562,961,21.557,3.567,255.381
6563,1.03,22.57,3.78,98.925
6564,1.026,23.096,3.766,3.855
6565,952,23.233,3.493,284.818
6566,814,23.025,3.083,433.998
6567,619,22.427,2.671,991.923
6568,367,21.388,2.178,256.254
6569,123,19.471,2.329,326.736
6570,0,17.586,2.369,1.217.848
6571,0,16.765,2.531,675.934
6572,0,15.856,3.047,631.874
6573,0,14.971,3.559,587.451
6574,0,14.399,3.76,113.112
6575,0,13.979,3.786,448.404
6576,0,13.277,3.95,356.731
6577,0,13.089,3.515,295.381
6578,0,12.819,3.434,275.283
6579,0,12.575,3.332,264.324
6580,0,12.398,3.187,550.275
6581,0,12.311,2.87,278.502
6582,82,12.479,2.696,499.482
6583,352,14.698,2.417,95.259
6584,634,17.742,3.095,515.569
6585,827,19.985,3.37,644.103
6586,961,21.557,3.567,255.381
6587,1.03,22.57,3.78,98.925
6588,1.026,23.096,3.766,3.855
6589,952,23.233,3.493,284.818
6590,814,23.025,3.083,433.998
6591,619,22.427,2.671,991.923
6592,367,21.388,2.178,256.254
6593,123,19.471,2.329,326.736
6594,0,17.586,2.369,1.217.848
6595,0,16.765,2.531,675.934
6596,0,15.856,3.047,631.874
6597,0,14.971,3.559,587.451
6598,0,14.399,3.76,113.112
6599,0,13.979,3.786,448.404
6600,0,13.277,3.95,356.731
6601,0,13.089,3.515,295.381
6602,0,12.819,3.434,275.283
6603,0,12.575,3.332,264.324
6604,0,12.398,3.187,550.275
6605,0,12.311,2.87,278.502
6606,82,12.479,2.696,499.482
6607,352,14.698,2.417,95.259
6608,634,17.742,3.095,515.569
6609,827,19.985,3.37,644.103
6610,961,21.557,3.567,255.381
6611,1.03,22.57,3.78,98.925
6612,1.026,23.096,3.766,3.855
6613,952,23.233,3.493,284.818
6614,814,23.025,3.083,433.998
6615,619,22.427,2.671,991.923
6616,367,21.388,2.178,256.254
6617,123,19.471,2.329,326.736
6618,0,17.586,2.369,1.217.848
6619,0,16.765,2.531,675.934
6620,0,15.856,3.047,631.874
6621,0,14.971,3.559,587.451
6622,0,14.399,3.76,113.112
6623,0,13.979,3.786,448.404
6624,0,13.277,3.95,356.731
6625,0,13.089,3.515,295.381
6626,0,12.819,3.434,275.283
6627,0,12.575,3.332,264.324
6628,0,12.398,3.187,550.275
6629,0,12.311,2.87,278.502
6630,82,12.479,2.696,499.482
6631,352,14.698,2.417,95.259
6632,634,17.742,3.095,515.569
6633,827,19.985,3.37,644.103
6634,961,21.557,3.567,255.381
6635,1.03,22.57,3.78,98.925
6636,1.026,23.096,3.766,3.855
6637,952,23.233,3.493,284.818
6638,814,23.025,3.083,433.998
6639,619,22.427,2.671,991.923
6640,367,21.388,2.178,256.254
6641,123,19.471,2.329,326.736
6642,0,17.586,2.369,1.217.848
6643,0,16.765,2.531,675.934
6644,0,15.856,3.047,631.874
6645,0,14.971,3.559,587.451
6646,0,14.399,3.76,113.112
6647,0,13.979,3.786,448.404
6648,0,13.277,3.95,356.731
6649,0,13.089,3.515,295.381
6650,0,12.819,3.434,275.283
6651,0,12.575,3.332,264.324
6652,0,12.398,3.187,550.275
6653,0,12.311,2.87,278.502
6654,82,12.479,2.696,499.482
6655,352,14.698,2.417,95.259
6656,634,17.742,3.095,515.569
6657,827,19.985,3.37,644.103
6658,961,21.557,3.567,255.381
6659,1.03,22.57,3.78,98.925
6660,1.026,23.096,3.766,3.855
6661,952,23.233,3.493,284.818
6662,814,23.025,3.083,433.998
6663,619,22.427,2.671,991.923
6664,367,21.388,2.178,256.254
6665,123,19.471,2.329,326.736
6666,0,17.586,2.369,1.217.848
6667,0,16.765,2.531,675.934
6668,0,15.856,3.047,631.874
6669,0,14.971,3.559,587.451
6670,0,14.399,3.76,113.112
6671,0,13.979,3.786,448.404
6672,0,13.277,3.95,356.731
6673,0,13.089,3.515,295.381
6674,0,12.819,3.434,275.283
6675,0,12.575,3.332,264.324
6676,0,12.398,3.187,550.275
6677,0,12.311,2.87,278.502
6678,82,12.479,2.696,499.482
6679,352,14.698,2.417,95.259
6680,634,17.742,3.095,515.569
6681,827,19.985,3.37,644.103
6682,961,21.557,3.567,255.381
6683,1.03,22.57,3.78,98.925
6684,1.026,23.096,3.766,3.855
6685,952,23.233,3.493,284.818
6686,814,23.025,3.083,433.998
6687,619,22.427,2.671,991.923
6688,367,21.388,2.178,256.254
6689,123,19.471,2.329,326.736
6690,0,17.586,2.369,1.217.848
6691,0,16.765,2.531,675.934
6692,0,15.856,3.047,631.874
6693,0,14.971,3.559,587.451
6694,0,14.399,3.76,113.112
6695,0,13.979,3.786,448.404
6696,0,13.277,3.95,356.731
6697,0,13.089,3.515,295.381
6698,0,12.819,3.434,275.283
6699,0,12.575,3.332,264.324
6700,0,12.398,3.187,550.275
6701,0,12.311,2.87,278.502
6702,82,12.479,2.696,499.482
6703,352,14.698,2.417,95.259
6704,634,17.742,3.095,515.569
6705,827,19.985,3.37,644.103
6706,961,21.557,3.567,255.381
6707,1.03,22.57,3.78,98.925
6708,1.026,23.096,3.766,3.855
6709,952,23.233,3.493,284.818
6710,814,23.025,3.083,433.998
6711,619,22.427,2.671,991.923
6712,367,21.388,2.178,256.254
6713,123,19.471,2.329,326.736
6714,0,17.586,2.369,1.217.848
6715,0,16.765,2.531,675.934
6716,0,15.856,3.047,631.874
6717,0,14.971,3.559,587.451
6718,0,14.399,3.76,113.112
6719,0,13.979,3.786,448.404
6720,0,13.277,3.95,356.731
6721,0,13.089,3.515,295.381
6722,0,12.819,3.434,275.283
6723,0,12.575,3.332,264.324
6724,0,12.398,3.187,550.275
6725,0,12.311,2.87,278.502
6726,82,12.479,2.696,499.482
6727,352,14.698,2.417,95.259
6728,634,17.742,3.095,515.569
6729,827,19.985,3.37,644.103
6730,961,21.557,3.567,255.381
6731,1.03,22.57,3.78,98.925
6732,1.026,23.096,3.766,3.855
6733,952,23.233,3.493,284.818
6734,814,23.025,3.083,433.998
6735,619,22.427,2.671,991.923
6736,367,21.388,2.178,256.254
6737,123,19.471,2.329,326.736
6738,0,17.586,2.369,1.217.848
6739,0,16.765,2.531,675.934
6740,0,15.856,3.047,631.874
6741,0,14.971,3.559,587.451
6742,0,14.399,3.76,113.112
6743,0,13.979,3.786,448.404
6744,0,13.277,3.95,356.731
6745,0,13.089,3.515,295.381
6746,0,12.819,3.434,275.283
6747,0,12.575,3.332,264.324
6748,0,12.398,3.187,550.275
6749,0,12.311,2.87,278.502
6750,82,12.479,2.696,499.482
6751,352,14.698,2.417,95.259
6752,634,17.742,3.095,515.569
6753,827,19.985,3.37,644.103
6754,961,21.557,3.567,255.381
6755,1.03,22.57,3.78,98.925
6756,1.026,23.096,3.766,3.855
6757,952,23.233,3.493,284.818
6758,814,23.025,3.083,433.998
6759,619,22.427,2.671,991.923
6760,367,21.388,2.178,256.254
6761,123,19.471,2.329,326.736
6762,0,17.586,2.369,1.217.848
6763,0,16.765,2.531,675.934
6764,0,15.856,3.047,631.874
6765,0,14.971,3.559,587.451
6766,0,14.399,3.76,113.112
6767,0,13.979,3.786,448.404
6768,0,13.277,3.95,356.731
6769,0,13.089,3.515,295.381
6770,0,12.819,3.434,275.283
6771,0,12.575,3.332,264.324
6772,0,12.398,3.187,550.275
6773,0,12.311,2.87,278.502
6774,82,12.479,2.696,499.482
6775,352,14.698,2.417,95.259
6776,634,17.742,3.095,515.569
6777,827,19.985,3.37,644.103
6778,961,21.557,3.567,255.381
6779,1.03,22.57,3.78,98.925
6780,1.026,23.096,3.766,3.855
6781,952,23.233,3.493,284.818
6782,814,23.025,3.083,433.998
6783,619,22.427,2.671,991.923
6784,367,21.388,2.178,256.254
6785,123,19.471,2.329,326.736
6786,0,17.586,2.369,1.217.848
6787,0,16.765,2.531,675.934
6788,0,15.856,3.047,631.874
6789,0,14.971,3.559,587.451
6790,0,14.399,3.76,113.112
6791,0,13.979,3.786,448.404
6792,0,13.277,3.95,356.731
6793,0,13.089,3.515,295.381
6794,0,12.819,3.434,275.283
6795,0,12.575,3.332,264.324
6796,0,12.398,3.187,550.275
6797,0,12.311,2.87,278.502
6798,82,12.479,2.696,499.482
6799,352,14.698,2.417,95.259
6800,634,17.742,3.095,515.569
6801,827,19.985,3.37,644.103
6802,961,21.557,3.567,255.381
6803,1.03,22.57,3.78,98.925
6804,1.026,23.096,3.766,3.855
6805,952,23.233,3.493,284.818
6806,814,23.025,3.083,433.998
6807,619,22.427,2.671,991.923
6808,367,21.388,2.178,256.254
6809,123,19.471,2.329,326.736
6810,0,17.586,2.369,1.217.848
6811,0,16.765,2.531,675.934
6812,0,15.856,3.047,631.874
6813,0,14.971,3.559,587.451
6814,0,14.399,3.76,113.112
6815,0,13.979,3.786,448.404
6816,0,13.277,3.95,356.731
6817,0,13.089,3.515,295.381
6818,0,12.819,3.434,275.283
6819,0,12.575,3.332,264.324
6820,0,12.398,3.187,550.275
6821,0,12.311,2.87,278.502
6822,82,12.479,2.696,499.482
6823,352,14.698,2.417,95.259
6824,634,17.742,3.095,515.569
6825,827,19.985,3.37,644.103
6826,961,21.557,3.567,255.381
6827,1.03,22.57,3.78,98.925
6828,1.026,23.096,3.766,3.855
6829,952,23.233,3.493,284.818
6830,814,23.025,3.083,433.998
6831,619,22.427,2.671,991.923
6832,367,21.388,2.178,256.254
6833,123,19.471,2.329,326.736
6834,0,17.586,2.369,1.217.848
6835,0,16.765,2.531,675.934
6836,0,15.856,3.047,631.874
6837,0,14.971,3.559,587.451
6838,0,14.399,3.76,113.112
6839,0,13.979,3.786,448.404
6840,0,13.277,3.95,356.731
6841,0,13.089,3.515,295.381
6842,0,12.819,3.434,275.283
6843,0,12.575,3.332,264.324
6844,0,12.398,3.187,550.275
6845,0,12.311,2.87,278.502
6846,82,12.479,2.696,499.482
6847,352,14.698,2.417,95.259
6848,634,17.742,3.095,515.569
6849,827,19.985,3.37,644.103
6850,961,21.557,3.567,255.381
6851,1.03,22.57,3.78,98.925
6852,1.026,23.096,3.766,3.855
6853,952,23.233,3.493,284.818
6854,814,23.025,3.083,433.998
6855,619,22.427,2.671,991.923
6856,367,21.388,2.178,256.254
6857,123,19.471,2.329,326.736
6858,0,17.586,2.369,1.217.848
6859,0,16.765,2.531,675.934
6860,0,15.856,3.047,631.874
6861,0,14.971,3.559,587.451
6862,0,14.399,3.76,113.112
6863,0,13.979,3.786,448.404
6864,0,13.277,3.95,356.731
6865,0,13.089,3.515,295.381
6866,0,12.819,3.434,275.283
6867,0,12.575,3.332,264.324
6868,0,12.398,3.187,550.275
6869,0,12.311,2.87,278.502
6870,82,12.479,2.696,499.482
6871,352,14.698,2.417,95.259
6872,634,17.742,3.095,515.569
6873,827,19.985,3.37,644.103
6874,961,21.557,3.567,255.381
6875,1.03,22.57,3.78,98.925
6876,1.026,23.096,3.766,3.855
6877,952,23.233,3.493,284.818
6878,814,23.025,3.083,433.998
6879,619,22.427,2.671,991.923
6880,367,21.388,2.178,256.254
6881,123,19.471,2.329,326.736
6882,0,17.586,2.369,1.217.848
6883,0,16.765,2.531,675.934
6884,0,15.856,3.047,631.874
6885,0,14.971,3.559,587.451
6886,0,14.399,3.76,113.112
6887,0,13.979,3.786,448.404
6888,0,13.277,3.95,356.731
6889,0,13.089,3.515,295.381
6890,0,12.819,3.434,275.283
6891,0,12.575,3.332,264.324
6892,0,12.398,3.187,550.275
6893,0,12.311,2.87,278.502
6894,82,12.479,2.696,499.482
6895,352,14.698,2.417,95.259
6896,634,17.742,3.095,515.569
6897,827,19.985,3.37,644.103
6898,961,21.557,3.567,255.381
6899,1.03,22.57,3.78,98.925
6900,1.026,23.096,3.766,3.855
6901,952,23.233,3.493,284.818
6902,814,23.025,3.083,433.998
6903,619,22.427,2.671,991.923
6904,367,21.388,2.178,256.254
6905,123,19.471,2.329,326.736
6906,0,17.586,2.369,1.217.848
6907,0,16.765,2.531,675.934
6908,0,15.856,3.047,631.874
6909,0,14.971,3.559,587.451
6910,0,14.399,3.76,113.112
6911,0,13.979,3.786,448.404
6912,0,13.277,3.95,356.731
6913,0,13.089,3.515,295.381
6914,0,12.819,3.434,275.283
6915,0,12.575,3.332,264.324
6916,0,12.398,3.187,550.275
6917,0,12.311,2.87,278.502
6918,82,12.479,2.696,499.482
6919,352,14.698,2.417,95.259
6920,634,17.742,3.095,515.569
6921,827,19.985,3.37,644.103
6922,961,21.557,3.567,255.381
6923,1.03,22.57,3.78,98.925
6924,1.026,23.096,3.766,3.855
6925,952,23.233,3.493,284.818
6926,814,23.025,3.083,433.998
6927,619,22.427,2.671,991.923
6928,367,21.388,2.178,256.254
6929,123,19.471,2.329,326.736
6930,0,17.586,2.369,1.217.848
6931,0,16.765,2.531,675.934
6932,0,15.856,3.047,631.874
6933,0,14.971,3.559,587.451
6934,0,14.399,3.76,113.112
6935,0,13.979,3.786,448.404
6936,0,13.277,3.95,356.731
6937,0,13.089,3.515,295.381
6938,0,12.819,3.434,275.283
6939,0,12.575,3.332,264.324
6940,0,12.398,3.187,550.275
6941,0,12.311,2.87,278.502
6942,82,12.479,2.696,499.482
6943,352,14.698,2.417,95.259
6944,634,17.742,3.095,515.569
6945,827,19.985,3.37,644.103
6946,961,21.557,3.567,255.381
6947,1.03,22.57,3.78,98.925
6948,1.026,23.096,3.766,3.855
6949,952,23.233,3.493,284.818
6950,814,23.025,3.083,433.998
6951,619,22.427,2.671,991.923
6952,367,21.388,2.178,256.254
6953,123,19.471,2.329,326.736
6954,0,17.586,2.369,1.217.848
6955,0,16.765,2.531,675.934
6956,0,15.856,3.047,631.874
6957,0,14.971,3.559,587.451
6958,0,14.399,3.76,113.112
6959,0,13.979,3.786,448.404
6960,0,13.277,3.95,356.731
6961,0,13.089,3.515,295.381
6962,0,12.819,3.434,275.283
6963,0,12.575,3.332,264.324
6964,0,12.398,3.187,550.275
6965,0,12.311,2.87,278.502
6966,82,12.479,2.696,499.482
6967,352,14.698,2.417,95.259
6968,634,17.742,3.095,515.569
6969,827,19.985,3.37,644.103
6970,961,21.557,3.567,255.381
6971,1.03,22.57,3.78,98.925
6972,1.026,23.096,3.766,3.855
6973,952,23.233,3.493,284.818
6974,814,23.025,3.083,433.998
6975,619,22.427,2.671,991.923
6976,367,21.388,2.178,256.254
6977,123,19.471,2.329,326.736
6978,0,17.586,2.369,1.217.848
6979,0,16.765,2.531,675.934
6980,0,15.856,3.047,631.874
6981,0,14.971,3.559,587.451
6982,0,14.399,3.76,113.112
6983,0,13.979,3.786,448.404
6984,0,13.277,3.95,356.731
6985,0,13.089,3.515,295.381
6986,0,12.819,3.434,275.283
6987,0,12.575,3.332,264.324
6988,0,12.398,3.187,550.275
6989,0,12.311,2.87,278.502
6990,82,12.479,2.696,499.482
6991,352,14.698,2.417,95.259
6992,634,17.742,3.095,515.569
6993,827,19.985,3.37,644.103
6994,961,21.557,3.567,255.381
6995,1.03,22.57,3.78,98.925
6996,1.026,23.096,3.766,3.855
6997,952,23.233,3.493,284.818
6998,814,23.025,3.083,433.998
6999,619,22.427,2.671,991.923
7000,367,21.388,2.178,256.254
7001,123,19.471,2.329,326.736
7002,0,17.586,2.369,1.217.848
7003,0,16.765,2.531,675.934
7004,0,15.856,3.047,631.874
7005,0,14.971,3.559,587.451
7006,0,14.399,3.76,113.112
7007,0,13.979,3.786,448.404
7008,0,13.277,3.95,356.731
7009,0,13.089,3.515,295.381
7010,0,12.819,3.434,275.283
7011,0,12.575,3.332,264.324
7012,0,12.398,3.187,550.275
7013,0,12.311,2.87,278.502
7014,82,12.479,2.696,499.482
7015,352,14.698,2.417,95.259
7016,634,17.742,3.095,515.569
7017,827,19.985,3.37,644.103
7018,961,21.557,3.567,255.381
7019,1.03,22.57,3.78,98.925
7020,1.026,23.096,3.766,3.855
7021,952,23.233,3.493,284.818
7022,814,23.025,3.083,433.998
7023,619,22.427,2.671,991.923
7024,367,21.388,2.178,256.254
7025,123,19.471,2.329,326.736
7026,0,17.586,2.369,1.217.848
7027,0,16.765,2.531,675.934
7028,0,15.856,3.047,631.874
7029,0,14.971,3.559,587.451
7030,0,14.399,3.76,113.112
7031,0,13.979,3.786,448.404
7032,0,13.277,3.95,356.731
7033,0,13.089,3.515,295.381
7034,0,12.819,3.434,275.283
7035,0,12.575,3.332,264.324
7036,0,12.398,3.187,550.275
7037,0,12.311,2.87,278.502
7038,82,12.479,2.696,499.482
7039,352,14.698,2.417,95.259
7040,634,17.742,3.095,515.569
7041,827,19.985,3.37,644.103
7042,961,21.557,3.567,255.381
7043,1.03,22.57,3.78,98.925
7044,1.026,23.096,3.766,3.855
7045,952,23.233,3.493,284.818
7046,814,23.025,3.083,433.998
7047,619,22.427,2.671,991.923
7048,367,21.388,2.178,256.254
7049,123,19.471,2.329,326.736
7050,0,17.586,2.369,1.217.848
7051,0,16.765,2.531,675.934
7052,0,15.856,3.047,631.874
7053,0,14.971,3.559,587.451
7054,0,14.399,3.76,113.112
7055,0,13.979,3.786,448.404
7056,0,13.277,3.95,356.731
7057,0,13.089,3.515,295.381
7058,0,12.819,3.434,275.283
7059,0,12.575,3.332,264.324
7060,0,12.398,3.187,550.275
7061,0,12.311,2.87,278.502
7062,82,12.479,2.696,499.482
7063,352,14.698,2.417,95.259
7064,634,17.742,3.095,515.569
7065,827,19.985,3.37,644.103
7066,961,21.557,3.567,255.381
7067,1.03,22.57,3.78,98.925
7068,1.026,23.096,3.766,3.855
7069,952,23.233,3.493,284.818
7070,814,23.025,3.083,433.998
7071,619,22.427,2.671,991.923
7072,367,21.388,2.178,256.254
7073,123,19.471,2.329,326.736
7074,0,17.586,2.369,1.217.848
7075,0,16.765,2.531,675.934
7076,0,15.856,3.047,631.874
7077,0,14.971,3.559,587.451
7078,0,14.399,3.76,113.112
7079,0,13.979,3.786,448.404
7080,0,13.277,3.95,356.731
7081,0,13.089,3.515,295.381
7082,0,12.819,3.434,275.283
7083,0,12.575,3.332,264.324
7084,0,12.398,3.187,550.275
7085,0,12.311,2.87,278.502
7086,82,12.479,2.696,499.482
7087,352,14.698,2.417,95.259
7088,634,17.742,3.095,515.569
7089,827,19.985,3.37,644.103
7090,961,21.557,3.567,255.381
7091,1.03,22.57,3.78,98.925
7092,1.026,23.096,3.766,3.855
7093,952,23.233,3.493,284.818
7094,814,23.025,3.083,433.998
7095,619,22.427,2.671,991.923
7096,367,21.388,2.178,256.254
7097,123,19.471,2.329,326.736
7098,0,17.586,2.369,1.217.848
7099,0,16.765,2.531,675.934
7100,0,15.856,3.047,631.874
7101,0,14.971,3.559,587.451
7102,0,14.399,3.76,113.112
7103,0,13.979,3.786,448.404
7104,0,13.277,3.95,356.731
7105,0,13.089,3.515,295.381
7106,0,12.819,3.434,275.283
7107,0,12.575,3.332,264.324
7108,0,12.398,3.187,550.275
7109,0,12.311,2.87,278.502
7110,82,12.479,2.696,499.482
7111,352,14.698,2.417,95.259
7112,634,17.742,3.095,515.569
7113,827,19.985,3.37,644.103
7114,961,21.557,3.567,255.381
7115,1.03,22.57,3.78,98.925
7116,1.026,23.096,3.766,3.855
7117,952,23.233,3.493,284.818
7118,814,23.025,3.083,433.998
7119,619,22.427,2.671,991.923
7120,367,21.388,2.178,256.254
7121,123,19.471,2.329,326.736
7122,0,17.586,2.369,1.217.848
7123,0,16.765,2.531,675.934
7124,0,15.856,3.047,631.874
7125,0,14.971,3.559,587.451
7126,0,14.399,3.76,113.112
7127,0,13.979,3.786,448.404
7128,0,13.277,3.95,356.731
7129,0,13.089,3.515,295.381
7130,0,12.819,3.434,275.283
7131,0,12.575,3.332,264.324
7132,0,12.398,3.187,550.275
7133,0,12.311,2.87,278.502
7134,82,12.479,2.696,499.482
7135,352,14.698,2.417,95.259
7136,634,17.742,3.095,515.569
7137,827,19.985,3.37,644.103
7138,961,21.557,3.567,255.381
7139,1.03,22.57,3.78,98.925
7140,1.026,23.096,3.766,3.855
7141,952,23.233,3.493,284.818
7142,814,23.025,3.083,433.998
7143,619,22.427,2.671,991.923
7144,367,21.388,2.178,256.254
7145,123,19.471,2.329,326.736
7146,0,17.586,2.369,1.217.848
7147,0,16.765,2.531,675.934
7148,0,15.856,3.047,631.874
7149,0,14.971,3.559,587.451
7150,0,14.399,3.76,113.112
7151,0,13.979,3.786,448.404
7152,0,13.277,3.95,356.731
7153,0,13.089,3.515,295.381
7154,0,12.819,3.434,275.283
7155,0,12.575,3.332,264.324
7156,0,12.398,3.187,550.275
7157,0,12.311,2.87,278.502
7158,82,12.479,2.696,499.482
7159,352,14.698,2.417,95.259
7160,634,17.742,3.095,515.569
7161,827,19.985,3.37,644.103
7162,961,21.557,3.567,255.381
7163,1.03,22.57,3.78,98.925
7164,1.026,23.096,3.766,3.855
7165,952,23.233,3.493,284.818
7166,814,23.025,3.083,433.998
7167,619,22.427,2.671,991.923
7168,367,21.388,2.178,256.254
7169,123,19.471,2.329,326.736
7170,0,17.586,2.369,1.217.848
7171,0,16.765,2.531,675.934
7172,0,15.856,3.047,631.874
7173,0,14.971,3.559,587.451
7174,0,14.399,3.76,113.112
7175,0,13.979,3.786,448.404
7176,0,13.277,3.95,356.731
7177,0,13.089,3.515,295.381
7178,0,12.819,3.434,275.283
7179,0,12.575,3.332,264.324
7180,0,12.398,3.187,550.275
7181,0,12.311,2.87,278.502
7182,82,12.479,2.696,499.482
7183,352,14.698,2.417,95.259
7184,634,17.742,3.095,515.569
7185,827,19.985,3.37,644.103
7186,961,21.557,3.567,255.381
7187,1.03,22.57,3.78,98.925
7188,1.026,23.096,3.766,3.855
7189,952,23.233,3.493,284.818
7190,814,23.025,3.083,433.998
7191,619,22.427,2.671,991.923
7192,367,21.388,2.178,256.254
7193,123,19.471,2.329,326.736
7194,0,17.586,2.369,1.217.848
7195,0,16.765,2.531,675.934
7196,0,15.856,3.047,631.874
7197,0,14.971,3.559,587.451
7198,0,14.399,3.76,113.112
7199,0,13.979,3.786,448.404
7200,0,13.277,3.95,356.731
7201,0,13.089,3.515,295.381
7202,0,12.819,3.434,275.283
7203,0,12.575,3.332,264.324
7204,0,12.398,3.187,550.275
7205,0,12.311,2.87,278.502
7206,82,12.479,2.696,499.482
7207,352,14.698,2.417,95.259
7208,634,17.742,3.095,515.569
7209,827,19.985,3.37,644.103
7210,961,21.557,3.567,255.381
7211,1.03,22.57,3.78,98.925
7212,1.026,23.096,3.766,3.855
7213,952,23.233,3.493,284.818
7214,814,23.025,3.083,433.998
7215,619,22.427,2.671,991.923
7216,367,21.388,2.178,256.254
7217,123,19.471,2.329,326.736
7218,0,17.586,2.369,1.217.848
7219,0,16.765,2.531,675.934
7220,0,15.856,3.047,631.874
7221,0,14.971,3.559,587.451
7222,0,14.399,3.76,113.112
7223,0,13.979,3.786,448.404
7224,0,13.277,3.95,356.731
7225,0,13.089,3.515,295.381
7226,0,12.819,3.434,275.283
7227,0,12.575,3.332,264.324
7228,0,12.398,3.187,550.275
7229,0,12.311,2.87,278.502
7230,82,12.479,2.696,499.482
7231,352,14.698,2.417,95.259
7232,634,17.742,3.095,515.569
7233,827,19.985,3.37,644.103
7234,961,21.557,3.567,255.381
7235,1.03,22.57,3.78,98.925
7236,1.026,23.096,3.766,3.855
7237,952,23.233,3.493,284.818
7238,814,23.025,3.083,433.998
7239,619,22.427,2.671,991.923
7240,367,21.388,2.178,256.254
7241,123,19.471,2.329,326.736
7242,0,17.586,2.369,1.217.848
7243,0,16.765,2.531,675.934
7244,0,15.856,3.047,631.874
7245,0,14.971,3.559,587.451
7246,0,14.399,3.76,113.112
7247,0,13.979,3.786,448.404
7248,0,13.277,3.95,356.731
7249,0,13.089,3.515,295.381
7250,0,12.819,3.434,275.283
7251,0,12.575,3.332,264.324
7252,0,12.398,3.187,550.275
7253,0,12.311,2.87,278.502
7254,82,12.479,2.696,499.482
7255,352,14.698,2.417,95.259
7256,634,17.742,3.095,515.569
7257,827,19.985,3.37,644.103
7258,961,21.557,3.567,255.381
7259,1.03,22.57,3.78,98.925
7260,1.026,23.096,3.766,3.855
7261,952,23.233,3.493,284.818
7262,814,23.025,3.083,433.998
7263,619,22.427,2.671,991.923
7264,367,21.388,2.178,256.254
7265,123,19.471,2.329,326.736
7266,0,17.586,2.369,1.217.848
7267,0,16.765,2.531,675.934
7268,0,15.856,3.047,631.874
7269,0,14.971,3.559,587.451
7270,0,14.399,3.76,113.112
7271,0,13.979,3.786,448.404
