t,demand
1350,16.26
1351,19.5
1352,22.08
1353,22.28
1354,21.86
1355,21.78
1356,19.99
1357,21.3
1358,24.65
1359,23.7
1360,23.64
1361,22.95
1362,24.11
1363,23.95
1364,23.07
1365,21.97
1366,20.13
1367,18.15
1368,16.58
1369,15.94
1370,15.37
1371,15.09
1372,14.68
1373,15.08
1374,16.08
1375,19.7
1376,23.66
1377,25.55
1378,26.88
1379,27.64
1380,24.89
1381,25.83
1382,25.39
1383,25.27
1384,24.64
1385,23.59
1386,25.08
1387,24.74
1388,23.98
1389,20.13
1390,20.76
1391,18.63
1392,16.99
1393,16.33
1394,15.88
1395,15.52
1396,14.8
1397,14.71
1398,15.37
1399,18.55
1400,21.34
1401,22.03
1402,22.01
1403,21.52
1404,19.38
1405,19.41
1406,21.42
1407,22.32
1408,22.18
1409,20.55
1410,20.09
1411,22.73
1412,21.87
1413,20.49
1414,18.84
1415,16.81
1416,15.17
1417,14.41
1418,13.92
1419,13.83
1420,13.6
1421,14.32
1422,14.2
1423,15.77
1424,18.49
1425,19.69
1426,21.02
1427,21.57
1428,19.15
1429,19.22
1430,21.96
1431,22.9
1432,22.52
1433,21.79
1434,22.67
1435,22.14
1436,21.03
1437,19.92
1438,18.53
1439,16.7
1440,15.4
1441,14.54
1442,13.94
1443,13.55
1444,13.2
1445,13.11
1446,13.21
1447,15.4
1448,18.09
1449,20.12
1450,21.81
1451,22.63
1452,21.69
1453,21.82
1454,23.26
1455,23.47
1456,22.67
1457,22
1458,24.06
1459,23.63
1460,22.74
1461,22.57
1462,21.32
1463,19.3
1464,18.12
1465,17.19
1466,16.4
1467,15.8
1468,14.85
1469,14.1
1470,13.94
1471,15.22
1472,16.52
1473,17.12
1474,17.39
1475,17.3
1476,16.89
1477,16.55
1478,16.81
1479,17.62
1480,17.74
1481,18.07
1482,21.1
1483,21.73
1484,21.56
1485,20.86
1486,19.69
1487,18.1
1488,16.8
1489,15.95
1490,15.21
1491,14.13
1492,14.04
1493,14.49
1494,14.96
1495,18.74
1496,22.63
1497,24.64
1498,25.38
1499,25.69
1500,23.15
1501,24.32
1502,25.1
1503,25.05
1504,24.72
1505,23.47
1506,24.89
1507,24.29
1508,23.55
1509,22.68
1510,20.36
1511,18.11
1512,16.75
1513,15.96
1514,15.33
1515,15.08
1516,14.8
1517,15.17
1518,15.53
1519,18.53
1520,22.5
1521,23.99
1522,25.57
1523,26.95
1524,23.67
1525,24.81
1526,28.17
1527,28.89
1528,28.03
1529,26.6
1530,27.44
1531,26.65
1532,25.95
1533,25.17
1534,23.2
1535,20.8
1536,19.04
1537,18.02
1538,17.2
1539,16.67
1540,15.99
1541,16.25
1542,16.67
1543,20.62
1544,24.57
1545,26.23
1546,27.22
1547,27.81
1548,24.65
1549,24.74
1550,28.57
1551,29.16
1552,27.58
1553,25.85
1554,26.83
1555,26.16
1556,25.39
1557,24.64
1558,22.45
1559,20.21
1560,18.59
1561,17.54
1562,16.41
1563,15.87
1564,15.36
1565,15.77
1566,16.68
1567,19.52
1568,22.18
1569,22.56
1570,22.66
1571,22.74
1572,20.57
1573,21.65
1574,24.08
1575,24.37
1576,23.92
1577,22.99
1578,24.33
1579,23.62
1580,22.63
1581,22.16
1582,20.39
1583,18.23
1584,16.87
1585,15.98
1586,15.32
1587,14.82
1588,14.54
1589,15.1
1590,15.96
1591,18.62
1592,21.63
1593,23.19
1594,24.06
1595,24.28
1596,21.44
1597,22.21
1598,26.21
1599,27.06
1600,26.36
1601,24.89
1602,26.52
1603,25.81
1604,24.38
1605,23.48
1606,21.73
1607,19.79
1608,18.26
1609,17.21
1610,16.79
1611,16.08
1612,15.45
1613,13.17
1614,12.8
1615,17.25
1616,20
1617,21.84
1618,23.06
1619,23.45
1620,20.93
1621,18.42
1622,22.62
1623,23.07
1624,22.5
1625,23.1
1626,23.93
1627,23.54
1628,22.82
1629,22.6
1630,21.17
1631,19.46
1632,18.33
1633,17.5
1634,16.87
1635,16.45
1636,15.62
1637,15.03
1638,14.75
1639,15.86
1640,17.19
1641,18.06
1642,19.12
1643,19.76
1644,19.64
1645,19.23
1646,18.96
1647,18.82
1648,18.68
1649,18.88
1650,21.65
1651,22.52
1652,22.58
1653,22.15
1654,20.41
1655,18.64
1656,17.21
1657,16.37
1658,15.74
1659,15.35
1660,15.17
1661,15.64
1662,16.16
1663,19.2
1664,21.1
1665,21.94
1666,23.23
1667,24.12
1668,22.11
1669,23.35
1670,26.36
1671,26.44
1672,26.1
1673,25.13
1674,25.98
1675,25.14
1676,23.97
1677,23.31
1678,21.14
1679,18.98
1680,17.3
1681,16.45
1682,15.78
1683,15.24
1684,14.75
1685,15.09
1686,15.61
1687,19.47
1688,22.07
1689,22.94
1690,23.93
1691,24.39
1692,21.93
1693,22.87
1694,26.61
1695,27.16
1696,26.19
1697,24.79
1698,25.44
1699,24.87
1700,24.08
1701,23.22
1702,21.28
1703,19.01
1704,17.43
1705,16.41
1706,15.74
1707,15.47
1708,14.7
1709,14.77
1710,15.88
1711,19.34
1712,22.88
1713,24.39
1714,26.04
1715,27.14
1716,23.96
1717,24.97
1718,27.97
1719,27.63
1720,27.27
1721,25.89
1722,26.89
1723,26.42
1724,25.55
1725,24.53
1726,22.17
1727,19.88
1728,18.21
1729,17.24
1730,16.58
1731,15.87
1732,15.36
1733,14.84
1734,15.93
1735,19.47
1736,23.16
1737,25.57
1738,26.9
1739,27.04
1740,24.57
1741,26.67
1742,29.56
1743,28.64
1744,27.57
1745,25.83
1746,27.57
1747,27.13
1748,25.85
1749,25.25
1750,23.13
1751,20.74
1752,19.1
1753,18.17
1754,17.5
1755,16.64
1756,16.23
1757,16.4
1758,16.54
1759,19.91
1760,22.96
1761,24.31
1762,25.5
1763,25.96
1764,23.7
1765,25.27
1766,28.02
1767,28.4
1768,27.84
1769,26.16
1770,27.47
1771,26.73
1772,23.46
1773,23.78
1774,21.91
1775,19.81
1776,18.53
1777,17.65
1778,16.56
1779,15.71
1780,15.02
1781,15.14
1782,14.78
1783,16.99
1784,18.98
1785,20.17
1786,20.87
1787,21.43
1788,21.2
1789,20.43
1790,21.88
1791,22.04
1792,21.95
1793,22.11
1794,24.52
1795,23.92
1796,23
1797,22.5
1798,21.14
1799,19.7
1800,18.59
1801,17.84
1802,17.08
1803,16.45
1804,15.71
1805,15.06
1806,14.54
1807,15.63
1808,17.23
1809,18.65
1810,19.75
1811,20.22
1812,20.07
1813,19.35
1814,19.11
1815,17.44
1816,17.68
1817,18.98
1818,21.53
1819,21.88
1820,21.59
1821,20.95
1822,19.31
1823,17.73
1824,16.66
1825,16.1
1826,15.51
1827,15.26
1828,14.71
1829,15.02
1830,15.62
1831,19.44
1832,23.34
1833,25.33
1834,26.59
1835,26.46
1836,23.98
1837,24.97
1838,27.9
1839,28.39
1840,26.72
1841,26.14
1842,25.98
1843,24.94
1844,23.92
1845,23.18
1846,21.04
1847,18.98
1848,17.46
1849,16.72
1850,16.19
1851,16.05
1852,15.9
1853,15.79
1854,16.16
1855,19.59
1856,22.39
1857,24.06
1858,25.12
1859,24.99
1860,21.55
1861,22.77
1862,26.89
1863,27.73
1864,26.79
1865,25.88
1866,26.15
1867,25.27
1868,24.74
1869,24.38
1870,22.49
1871,20.31
1872,18.67
1873,16.67
1874,15.6
1875,15.04
1876,14.62
1877,14.81
1878,15.1
1879,18.04
1880,22.05
1881,23.58
1882,25.06
1883,25.94
1884,23.59
1885,25.02
1886,28.14
1887,28.42
1888,27.56
1889,26.65
1890,27.16
1891,25.95
1892,24.99
1893,24.2
1894,22.25
1895,19.97
1896,18.26
1897,17.27
1898,16.48
1899,15.99
1900,15.54
1901,15.51
1902,16.23
1903,20.18
1904,23.93
1905,25.88
1906,26.77
1907,27.06
1908,24.09
