t;DNI;t_ambt;Wt;Qt;RDIFUSA
774;64.5;25.51;0.33;0;64.5
775;198.66;25.76;0.32;0;198.66
776;349.94;26.26;0.35;0;349.94
777;576.98;27.05;0.4;0;576.98
778;634.9;27.57;0.44;0;634.9
779;569.76;27.93;0.45;0;569.76
780;565.4;28.12;0.38;0;565.4
781;469.05;28.12;0.34;0;469.05
782;313.47;27.98;0.35;0;313.47
783;115.93;27.73;0.33;0;115.93
784;79.52;27.33;0.2;0;79.52
785;24.77;26.77;0.33;0;24.77
786;0;26.18;0.84;0;0
787;0;25.68;1.16;0;0
788;0;25.22;1.36;0;0
789;0;24.86;1.47;0;0
790;0;24.57;1.49;0;0
791;0;24.4;1.44;0;0
792;0;24.27;1.42;0;0
793;0;24.03;1.47;0;0
794;0;23.78;1.35;0;0
795;0;23.73;1.24;0;0
796;0;23.66;1.18;0;0
797;0;23.58;1.19;0;0
798;47.99;24.41;0.88;0;47.99
799;117.36;26.08;0.58;0;117.36
800;226.62;27.44;0.7;0;226.62
801;392.92;28.44;0.77;0;392.92
802;497.18;29.16;0.77;0;497.18
803;646.59;29.67;0.76;0;646.59
804;627.66;29.76;0.7;0;627.66
805;591.09;29.62;0.58;0;591.09
806;447.17;29.28;0.43;0;447.17
807;365.58;28.82;0.31;0;365.58
808;182.86;28.25;0.3;0;182.86
809;39.18;27.61;0.51;0;39.18
810;0;26.85;1.06;0;0
811;0;26.28;1.13;0;0
812;0;26.01;0.96;0;0
813;0;25.81;1.01;0;0
814;0;25.65;0.92;0;0
815;0;25.45;0.87;0;0
816;0;25.2;0.79;0;0
817;0;24.98;0.71;0;0
818;0;24.8;0.71;0;0
819;0;24.62;0.8;0;0
820;0;24.5;0.78;0;0
821;0;24.49;0.77;0;0
822;93.21;25.19;0.86;0;93.21
823;280.04;26.5;0.78;0;280.04
824;515.61;27.54;0.9;0;515.61
825;585.27;28.48;0.9;0;585.27
826;680.99;29.27;0.9;0;680.99
827;779.13;29.83;0.85;0;779.13
828;784.01;30.12;0.73;0;784.01
829;647.4;30.12;0.59;0;647.4
830;522.06;29.9;0.43;0;522.06
831;335.94;29.44;0.24;0;335.94
832;167.15;28.89;0.08;0;167.15
833;37.83;28.22;0.34;0;37.83
834;0;27.9;0.71;0;0
835;0;27.38;1.06;0;0
836;0;26.78;1.31;0;0
837;0;26.22;1.45;0;0
838;0;25.83;1.13;0;0
839;0;25.64;0.98;0;0
840;0;25.49;0.97;0;0
841;0;25.4;0.86;0;0
842;0;25.94;0.41;0;0
843;0;25.9;0.8;0;0
844;0;25.15;1.27;0;0
845;0;24.93;1.12;0;0
846;32.14;25.32;0.8;0;32.14
847;109.54;25.84;0.8;0;109.54
848;261.62;26.31;0.73;0;261.62
849;390.59;26.8;0.69;0;390.59
850;520.72;27.24;0.72;0;520.72
851;674.68;27.82;0.75;0;674.68
852;702.41;28.08;0.67;0;702.41
853;615.88;28.01;0.54;0;615.88
854;426.55;27.8;0.38;0;426.55
855;244.03;27.47;0.3;0;244.03
856;149.04;27.07;0.23;0;149.04
857;29.25;26.68;0.42;0;29.25
858;0;26.14;0.87;0;0
859;0;25.71;0.85;0;0
860;0;25.51;0.83;0;0
861;0;25.32;0.84;0;0
862;0;25.15;0.84;0;0
863;0;24.99;0.87;0;0
864;0;24.84;0.87;0;0
865;0;24.75;0.81;0;0
866;0;24.65;0.81;0;0
867;0;24.57;0.84;0;0
868;0;24.51;0.8;0;0
869;0;24.42;0.96;0;0
870;41.67;24.97;0.73;0;41.67
871;118.14;25.86;0.21;0;118.14
872;233.86;26.58;0.02;0;233.86
873;328.42;27.38;0.2;0;328.42
874;468.46;28.55;0.24;0;468.46
875;572.5;29.4;0.24;0;572.5
876;544.31;29.75;0.3;0;544.31
877;423.67;29.87;0.41;0;423.67
878;324.65;29.71;0.47;0;324.65
879;162.01;29.26;0.41;0;162.01
880;82.68;28.63;0.29;0;82.68
881;24.6;27.94;0.43;0;24.6
882;0;27.42;0.66;0;0
883;0;27.25;0.67;0;0
884;0;27.01;0.68;0;0
885;0;26.6;0.85;0;0
886;0;26.08;1.03;0;0
887;0;25.71;1.13;0;0
888;0;25.61;0.96;0;0
889;0;25.61;0.84;0;0
890;0;25.64;0.96;0;0
891;0;25.62;0.94;0;0
892;0;25.24;0.76;0;0
893;0;24.96;0.99;0;0
894;36.3;25.19;0.68;0;36.3
895;149.14;26.1;0.33;0;149.14
896;242.98;26.86;0.41;0;242.98
897;382.01;27.64;0.38;0;382.01
898;505.51;28.48;0.45;0;505.51
899;604.61;29.12;0.5;0;604.61
900;651.45;29.54;0.53;0;651.45
901;664.35;29.55;0.54;0;664.35
902;570.01;29.19;0.49;0;570.01
903;345.6;28.51;0.41;0;345.6
904;173.05;27.83;0.36;0;173.05
905;36.7;27.13;0.48;0;36.7
906;0;26.36;0.75;0;0
907;0;25.98;0.87;0;0
908;0;25.77;0.92;0;0
909;0;25.58;0.89;0;0
910;0;25.38;0.83;0;0
911;0;25.15;0.82;0;0
912;0;24.98;0.79;0;0
913;0;24.79;0.84;0;0
914;0;24.61;0.92;0;0
915;0;24.54;1.11;0;0
916;0;24.53;1.07;0;0
917;0;24.21;0.78;0;0
918;76.01;24.83;0.72;0;76.01
919;258.62;26.03;0.52;0;258.62
920;458.47;27.37;0.71;0;458.47
921;577.73;28.47;0.85;0;577.73
922;758.66;29.11;0.97;0;758.66
923;720.95;29.31;1.07;0;720.95
924;614.38;29.37;1.1;0;614.38
925;371.71;29.25;1.08;0;371.71
926;320.39;28.99;0.98;0;320.39
927;261.21;28.53;0.75;0;261.21
928;109.2;28;0.47;0;109.2
929;31.03;27.41;0.45;0;31.03
930;0;26.67;0.92;0;0
931;0;26.08;1.26;0;0
932;0;25.62;1.28;0;0
933;0;25.33;1.31;0;0
934;0;25.15;1.03;0;0
935;0;25;0.96;0;0
936;0;24.82;0.91;0;0
937;0;24.64;0.84;0;0
938;0;24.48;0.77;0;0
939;0;24.35;0.72;0;0
940;0;24.2;0.73;0;0
941;0;24.11;0.8;0;0
942;76.21;24.91;0.83;0;76.21
943;244.12;26.3;0.61;0;244.12
944;427.34;27.26;0.69;0;427.34
945;583.78;28.2;0.8;0;583.78
946;624.02;29.04;0.84;0;624.02
947;647.33;29.48;0.85;0;647.33
948;795.86;29.58;0.85;0;795.86
949;627;29.43;0.86;0;627
950;417.76;29.12;0.75;0;417.76
951;279.76;28.7;0.58;0;279.76
952;134.79;28.19;0.4;0;134.79
953;29.52;27.49;0.57;0;29.52
954;0;26.7;1.1;0;0
955;0;26.25;1.01;0;0
956;0;26.07;0.94;0;0
957;0;25.9;0.96;0;0
958;0;25.69;0.93;0;0
959;0;25.49;0.91;0;0
960;0;25.29;0.86;0;0
961;0;25.11;0.8;0;0
962;0;25;0.7;0;0
963;0;24.89;0.94;0;0
964;0;24.8;1.01;0;0
965;0;24.74;1.03;0;0
966;92.35;25.01;0.82;0;92.35
967;266.77;25.76;0.62;0;266.77
968;515.61;26.46;0.36;0;515.61
969;698.48;27.34;0.55;0;698.48
970;828.95;28.19;0.78;0;828.95
971;701.71;28.88;0.84;0;701.71
972;643.23;29.01;0.91;0;643.23
973;432.88;28.65;0.95;0;432.88
974;278.62;28.2;0.93;0;278.62
975;243.84;27.65;0.73;0;243.84
976;124.36;27.14;0.42;0;124.36
977;30;26.69;0.49;0;30
978;0;26.24;0.91;0;0
979;0;25.87;0.98;0;0
980;0;25.58;1.1;0;0
981;0;25.38;1.29;0;0
982;0;25.11;1.36;0;0
983;0;24.8;1.29;0;0
984;0;24.55;0.94;0;0
985;0;24.4;0.86;0;0
986;0;24.28;0.8;0;0
987;0;24.18;0.78;0;0
988;0;24.08;0.78;0;0
989;0;24.01;0.75;0;0
990;39.56;24.33;0.71;0;39.56
991;76.44;24.94;0.61;0;76.44
992;120.07;25.62;0.47;0;120.07
993;180.8;26.19;0.68;0;180.8
994;365.31;26.88;0.7;0;365.31
995;426.54;27.82;0.58;0;426.54
996;481.77;28.39;0.48;0;481.77
997;590.6;28.59;0.44;0;590.6
998;480.02;28.48;0.5;0;480.02
999;360.93;28.12;0.49;0;360.93
1000;194.59;27.65;0.32;0;194.59
1001;43.86;27;0.4;0;43.86
1002;0;26.23;0.89;0;0
1003;0;25.61;1.14;0;0
1004;0;25.23;0.94;0;0
1005;0;25.08;0.85;0;0
1006;0;24.9;0.85;0;0
1007;0;24.75;0.82;0;0
1008;0;24.57;0.74;0;0
1009;0;24.37;0.76;0;0
1010;0;24.23;0.79;0;0
1011;0;24.1;0.86;0;0
1012;0;23.97;1.06;0;0
1013;0;23.85;1.07;0;0
1014;89.05;24.53;0.83;0;89.05
1015;269.01;25.94;0.67;0;269.01
1016;473.58;26.94;0.63;0;473.58
1017;679.91;27.76;0.53;0;679.91
1018;764.95;28.42;0.51;0;764.95
1019;911.66;28.77;0.55;0;911.66
1020;791.25;28.78;0.6;0;791.25
1021;710.62;28.6;0.58;0;710.62
1022;501.79;28.26;0.51;0;501.79
1023;294.87;27.81;0.39;0;294.87
1024;147.98;27.3;0.21;0;147.98
1025;32.93;26.86;0.41;0;32.93
1026;0;26.52;0.86;0;0
1027;0;26.13;1.16;0;0
1028;0;25.72;1.35;0;0
1029;0;25.44;1.41;0;0
1030;0;25.17;1.42;0;0
1031;0;24.93;1.37;0;0
1032;0;24.67;1.03;0;0
1033;0;24.52;0.89;0;0
1034;0;24.39;1.04;0;0
1035;0;24.36;1.08;0;0
1036;0;24.15;0.89;0;0
1037;0;24.23;0.99;0;0
1038;39.31;24.38;0.85;0;39.31
1039;128.85;25.01;0.58;0;128.85
1040;275.7;25.64;0.6;0;275.7
1041;309.86;26.06;0.75;0;309.86
1042;323.37;26.82;0.7;0;323.37
1043;373.36;27.43;0.58;0;373.36
1044;289.19;27.8;0.5;0;289.19
1045;389.25;27.83;0.47;0;389.25
1046;317.57;27.73;0.41;0;317.57
1047;187.77;27.52;0.29;0;187.77
1048;94.36;27.05;0.2;0;94.36
1049;21.52;26.33;0.31;0;21.52
1050;0;25.6;0.71;0;0
1051;0;25.08;0.9;0;0
1052;0;24.76;0.93;0;0
1053;0;24.58;0.91;0;0
1054;0;24.44;0.88;0;0
1055;0;24.24;0.87;0;0
1056;0;24.02;0.86;0;0
1057;0;23.79;0.81;0;0
1058;0;23.54;0.75;0;0
1059;0;23.26;0.72;0;0
1060;0;23.05;0.81;0;0
1061;0;22.94;0.99;0;0
1062;36.13;23.39;0.65;0;36.13
1063;152.27;24.29;0.36;0;152.27
1064;308.86;25.34;0.33;0;308.86
1065;488.38;26.86;0.27;0;488.38
1066;514.67;27.89;0.31;0;514.67
1067;508.71;28.25;0.36;0;508.71
1068;459.23;28.3;0.46;0;459.23
1069;526.66;27.93;0.58;0;526.66
1070;401.12;27.44;0.61;0;401.12
1071;285.32;26.89;0.54;0;285.32
1072;155.77;26.4;0.39;0;155.77
1073;41.34;25.9;0.42;0;41.34
1074;0;25.34;0.82;0;0
1075;0;24.98;0.92;0;0
1076;0;24.73;0.83;0;0
1077;0;24.51;0.84;0;0
1078;0;24.25;0.8;0;0
1079;0;24.02;0.98;0;0
1080;0;23.85;1.18;0;0
1081;0;23.67;1.22;0;0
1082;0;23.52;1.06;0;0
1083;0;23.44;1;0;0
1084;0;23.27;1.01;0;0
1085;0;23.05;1.05;0;0
1086;26.55;23.48;0.82;0;26.55
1087;61.04;24.2;0.71;0;61.04
1088;89.88;25.12;0.9;0;89.88
1089;163.3;26.09;1.35;0;163.3
1090;208.12;27.21;1.6;0;208.12
1091;272.7;27.62;1.63;0;272.7
1092;313.07;27.71;1.55;0;313.07
1093;373.91;27.59;1.39;0;373.91
1094;269.91;27.32;1.17;0;269.91
1095;150.2;26.9;0.91;0;150.2
1096;115.3;26.25;0.61;0;115.3
1097;27.2;25.43;0.65;0;27.2
1098;0;24.86;0.97;0;0
1099;0;24.63;1.06;0;0
1100;0;24.43;1.08;0;0
1101;0;24.18;1.11;0;0
1102;0;23.93;1.14;0;0
1103;0;23.76;1.12;0;0
1104;0;23.64;1.05;0;0
1105;0;23.64;0.96;0;0
1106;0;23.73;0.83;0;0
1107;0;23.66;0.85;0;0
1108;0;23.29;1.1;0;0
1109;0;22.8;1.36;0;0
1110;49.03;23.19;1.02;0;49.03
1111;181.33;24.26;0.62;0;181.33
1112;332.43;25.23;0.59;0;332.43
1113;428.19;26.69;0.51;0;428.19
1114;504.24;27.76;0.46;0;504.24
1115;650.96;28.52;0.44;0;650.96
1116;651.8;29.03;0.44;0;651.8
1117;643.34;29.18;0.5;0;643.34
1118;513.5;28.77;0.57;0;513.5
1119;374.66;27.97;0.52;0;374.66
1120;193.68;27.14;0.4;0;193.68
1121;46.22;26.39;0.54;0;46.22
1122;0;25.61;0.96;0;0
1123;0;25.15;1.2;0;0
1124;0;24.79;1.31;0;0
1125;0;24.54;1.36;0;0
1126;0;24.29;1.38;0;0
1127;0;24.06;1.37;0;0
1128;0;23.83;1.36;0;0
1129;0;23.59;1.38;0;0
1130;0;23.32;1.43;0;0
1131;0;23.07;1.49;0;0
1132;0;22.9;1.52;0;0
1133;0;22.8;1.54;0;0
1134;94.08;23.91;0.96;0;94.08
1135;285.65;25.65;0.65;0;285.65
1136;502.77;26.76;0.63;0;502.77
1137;617.72;27.74;0.58;0;617.72
1138;638.67;28.52;0.5;0;638.67
1139;568.11;29.01;0.45;0;568.11
1140;592.8;29.26;0.42;0;592.8
1141;524.48;29.23;0.38;0;524.48
1142;353.53;29.01;0.31;0;353.53
1143;174.67;28.55;0.27;0;174.67
1144;77.61;27.95;0.2;0;77.61
1145;22.5;27.12;0.28;0;22.5
1146;0;27;0.43;0;0
1147;0;26.9;0.64;0;0
1148;0;26.49;0.92;0;0
1149;0;25.91;1.18;0;0
1150;0;25.22;1.35;0;0
1151;0;24.7;1.35;0;0
1152;0;24.39;1.26;0;0
1153;0;24.19;1.07;0;0
1154;0;24.12;1.23;0;0
1155;0;24.29;1.1;0;0
1156;0;24.78;0.63;0;0
1157;0;25.04;0.4;0;0
1158;31.76;24.72;0.92;0;31.76
1159;90.11;25.03;0.66;0;90.11
1160;138.21;25.44;0.52;0;138.21
1161;188.89;26.08;0.46;0;188.89
1162;244.27;26.9;0.53;0;244.27
1163;382.92;27.3;0.59;0;382.92
1164;544.79;27.51;0.64;0;544.79
1165;513.16;27.51;0.62;0;513.16
1166;411.64;27.31;0.61;0;411.64
1167;304.63;26.94;0.51;0;304.63
1168;158.41;26.48;0.39;0;158.41
1169;31.45;25.82;0.43;0;31.45
1170;0;25.1;0.83;0;0
1171;0;24.73;0.75;0;0
1172;0;24.55;0.8;0;0
1173;0;24.37;0.84;0;0
1174;0;24.22;0.86;0;0
1175;0;24.11;0.9;0;0
1176;0;24.01;0.91;0;0
1177;0;23.86;0.88;0;0
1178;0;23.69;0.86;0;0
1179;0;23.52;0.84;0;0
1180;0;23.39;0.82;0;0
1181;0;23.26;0.78;0;0
1182;71.21;23.95;0.73;0;71.21
1183;181.3;25.12;0.61;0;181.3
1184;299.12;26.42;0.8;0;299.12
1185;390.7;27.68;0.91;0;390.7
1186;633.47;28.52;0.97;0;633.47
1187;748.05;29.12;0.97;0;748.05
1188;731.38;29.4;0.93;0;731.38
1189;721.85;29.36;0.86;0;721.85
1190;434.55;29.15;0.66;0;434.55
1191;203.84;28.75;0.45;0;203.84
1192;121.88;28.24;0.3;0;121.88
1193;26.54;27.59;0.47;0;26.54
1194;0;27.34;0.7;0;0
1195;0;27.22;0.72;0;0
1196;0;26.95;0.84;0;0
1197;0;26.62;0.97;0;0
1198;0;26.19;1.15;0;0
1199;0;25.73;1.31;0;0
1200;0;25.28;1.43;0;0
1201;0;25.07;1.18;0;0
1202;0;24.94;1.07;0;0
1203;0;24.84;1.13;0;0
1204;0;24.76;1.17;0;0
1205;0;24.59;1.22;0;0
1206;15.16;24.98;0.9;0;15.16
1207;38.81;25.79;0.63;0;38.81
1208;85.28;26.52;0.38;0;85.28
1209;201.47;27.09;0.35;0;201.47
1210;321.11;27.08;0.47;0;321.11
1211;502.88;26.99;0.57;0;502.88
1212;479.38;26.77;0.7;0;479.38
1213;538.73;26.38;0.81;0;538.73
1214;402.31;26.05;0.84;0;402.31
1215;219.38;25.89;0.74;0;219.38
1216;115.49;25.44;0.61;0;115.49
1217;25.35;25.01;0.45;0;25.35
1218;0;24.57;0.77;0;0
1219;0;24.16;0.92;0;0
1220;0;23.9;0.91;0;0
1221;0;23.78;1.09;0;0
1222;0;23.72;1.27;0;0
1223;0;23.8;1.16;0;0
1224;0;23.91;1.05;0;0
1225;0;23.8;1.14;0;0
1226;0;23.55;1.32;0;0
1227;0;23.41;1.43;0;0
1228;0;23.48;1.4;0;0
1229;0;23.62;1.31;0;0
1230;87.9;23.87;1.16;0;87.9
1231;240.91;24.65;0.56;0;240.91
1232;454.95;25.4;0.45;0;454.95
1233;712.9;26.21;0.5;0;712.9
1234;671.98;26.8;0.55;0;671.98
1235;714.15;27.05;0.41;0;714.15
1236;707.76;27.25;0.31;0;707.76
1237;630.34;27.24;0.27;0;630.34
1238;600.71;27.08;0.21;0;600.71
1239;352.05;26.83;0.1;0;352.05
1240;177.19;26.41;0.02;0;177.19
1241;37.54;25.97;0.26;0;37.54
1242;0;25.74;0.62;0;0
1243;0;25.46;0.9;0;0
1244;0;25.19;1.09;0;0
1245;0;24.94;1.23;0;0
1246;0;24.57;1.38;0;0
1247;0;24.21;1.47;0;0
1248;0;23.88;1.56;0;0
1249;0;23.63;1.58;0;0
1250;0;23.44;1.5;0;0
1251;0;23.42;1.12;0;0
1252;0;23.56;0.91;0;0
1253;0;23.57;0.81;0;0
1254;41.93;24.08;0.76;0;41.93
1255;150.74;24.99;0.56;0;150.74
1256;352.61;25.89;0.31;0;352.61
1257;400.75;26.57;0.53;0;400.75
1258;537.16;27.17;0.62;0;537.16
1259;644.62;27.72;0.65;0;644.62
1260;629.72;28.04;0.61;0;629.72
1261;559.46;27.96;0.56;0;559.46
1262;436.65;27.66;0.41;0;436.65
1263;347.16;27.27;0.29;0;347.16
1264;165.21;26.79;0.23;0;165.21
1265;35.23;26.34;0.41;0;35.23
1266;0;25.73;0.91;0;0
1267;0;25.13;1.2;0;0
1268;0;24.85;0.9;0;0
1269;0;24.76;0.95;0;0
1270;0;24.59;0.85;0;0
1271;0;24.38;0.8;0;0
1272;0;24.13;0.82;0;0
1273;0;23.93;0.86;0;0
1274;0;23.73;0.9;0;0
1275;0;23.51;0.82;0;0
1276;0;23.32;1.04;0;0
1277;0;23.12;1.35;0;0
1278;40.57;23.94;0.92;0;40.57
1279;129.02;25.4;0.81;0;129.02
1280;266.63;26.03;0.83;0;266.63
1281;443.35;26.76;0.87;0;443.35
1282;475.43;27.54;0.83;0;475.43
1283;471.84;28.18;0.72;0;471.84
1284;529.59;28.48;0.67;0;529.59
1285;401.12;28.4;0.62;0;401.12
1286;194.96;28.1;0.55;0;194.96
1287;90.29;27.58;0.39;0;90.29
1288;49.41;27.02;0.29;0;49.41
1289;22.37;26.31;0.47;0;22.37
1290;0;25.75;0.94;0;0
1291;0;25.27;1.16;0;0
1292;0;24.85;1.25;0;0
1293;0;24.51;1.31;0;0
1294;0;24.28;1.31;0;0
1295;0;24.08;1.29;0;0
1296;0;23.88;1.31;0;0
1297;0;23.53;1.29;0;0
1298;0;23.33;1.07;0;0
1299;0;23.28;1.06;0;0
1300;0;23.44;1.03;0;0
1301;0;23.63;0.89;0;0
1302;76.41;23.9;0.71;0;76.41
1303;239.61;24.33;0.5;0;239.61
1304;424.63;25.16;0.59;0;424.63
1305;645.98;26.83;0.37;0;645.98
1306;717.91;27.85;0.18;0;717.91
1307;524.97;28.32;0.18;0;524.97
1308;436.51;28.54;0.27;0;436.51
1309;574.74;28.47;0.34;0;574.74
1310;530.59;28.05;0.36;0;530.59
1311;414.75;27.66;0.34;0;414.75
1312;214.82;27.24;0.23;0;214.82
1313;44.5;26.62;0.45;0;44.5
1314;0;25.9;0.99;0;0
1315;0;25.33;1.22;0;0
1316;0;24.87;1.25;0;0
1317;0;24.6;1.08;0;0
1318;0;24.41;0.85;0;0
1319;0;24.25;0.83;0;0
1320;0;24.08;0.78;0;0
1321;0;23.88;0.73;0;0
1322;0;23.68;0.78;0;0
1323;0;23.51;1;0;0
1324;0;23.37;0.95;0;0
1325;0;23.42;0.91;0;0
1326;30.49;23.95;0.87;0;30.49
1327;126.75;24.8;0.59;0;126.75
1328;250.2;25.61;0.61;0;250.2
1329;411.9;26.29;0.76;0;411.9
1330;451.16;26.98;0.69;0;451.16
1331;402.52;27.38;0.55;0;402.52
1332;387.72;27.59;0.47;0;387.72
1333;333.71;27.53;0.34;0;333.71
1334;272.01;27.11;0.12;0;272.01
1335;244.41;26.52;0.23;0;244.41
1336;122.29;26.11;0.25;0;122.29
1337;23.61;25.98;0.44;0;23.61
1338;0;25.65;0.82;0;0
1339;0;25.13;1.09;0;0
1340;0;24.76;1.23;0;0
1341;0;24.51;1.3;0;0
1342;0;24.33;1.3;0;0
1343;0;24.15;1.29;0;0
1344;0;23.91;1.3;0;0
1345;0;23.68;1.13;0;0
1346;0;23.53;1.08;0;0
1347;0;23.37;1.01;0;0
1348;0;23.3;0.92;0;0
1349;0;23.2;0.81;0;0
1350;15.71;23.52;0.66;0;15.71
1351;58.76;24.02;0.27;0;58.76
1352;101.45;24.72;0.29;0;101.45
1353;236.69;25.43;0.53;0;236.69
1354;311.62;26.42;0.55;0;311.62
1355;417.69;27.51;0.58;0;417.69
1356;440.26;28.11;0.65;0;440.26
1357;503.84;28.25;0.71;0;503.84
1358;449.77;28.06;0.8;0;449.77
1359;281.07;27.56;0.79;0;281.07
1360;153.23;26.74;0.58;0;153.23
1361;25.02;25.86;0.48;0;25.02
1362;0;25.06;0.91;0;0
1363;0;24.57;0.92;0;0
1364;0;24.23;0.86;0;0
1365;0;23.99;0.8;0;0
1366;0;23.77;0.78;0;0
1367;0;23.54;0.73;0;0
1368;0;23.31;0.78;0;0
1369;0;23.11;0.92;0;0
1370;0;22.92;0.97;0;0
1371;0;22.79;1.21;0;0
1372;0;22.69;1.22;0;0
1373;0;22.6;1.25;0;0
1374;87.95;23.2;0.83;0;87.95
1375;273.59;24.5;0.64;0;273.59
1376;490.13;25.77;0.67;0;490.13
1377;620.43;27.01;0.71;0;620.43
1378;707.68;28.05;0.62;0;707.68
1379;783.72;28.85;0.44;0;783.72
1380;759.29;29.26;0.24;0;759.29
1381;721.45;29.33;0.13;0;721.45
1382;589.1;29.15;0.16;0;589.1
1383;442.52;28.75;0.25;0;442.52
1384;242.61;28.18;0.26;0;242.61
1385;46.17;27.44;0.44;0;46.17
1386;0;26.54;0.99;0;0
1387;0;25.83;1.36;0;0
1388;0;25.26;1.51;0;0
1389;0;24.89;1.58;0;0
1390;0;24.61;1.6;0;0
1391;0;24.3;1.6;0;0
1392;0;23.91;1.62;0;0
1393;0;23.59;1.6;0;0
1394;0;23.41;1.56;0;0
1395;0;23.29;1.54;0;0
1396;0;23.12;1.57;0;0
1397;0;22.88;1.66;0;0
1398;98.77;23.8;1.09;0;98.77
1399;297.15;25.96;0.74;0;297.15
1400;532.98;27.39;0.75;0;532.98
1401;724;28.41;0.73;0;724
1402;825.28;29.19;0.76;0;825.28
1403;862.77;29.69;0.81;0;862.77
1404;815.76;29.91;0.82;0;815.76
1405;758.83;29.87;0.79;0;758.83
1406;579.5;29.54;0.71;0;579.5
1407;355.27;28.99;0.57;0;355.27
1408;175.84;28.36;0.42;0;175.84
1409;32.73;27.59;0.6;0;32.73
1410;0;26.72;1.13;0;0
1411;0;26.13;1.41;0;0
1412;0;25.76;1.5;0;0
1413;0;25.49;1.5;0;0
1414;0;25.23;1.48;0;0
1415;0;25.01;1.39;0;0
1416;0;24.8;1.34;0;0
1417;0;24.56;1.31;0;0
1418;0;24.34;1.12;0;0
1419;0;24.26;1.09;0;0
1420;0;24.23;1.06;0;0
1421;0;24.15;1.19;0;0
1422;98.33;24.79;0.95;0;98.33
1423;288.8;26.19;0.57;0;288.8
1424;529.12;26.75;0.63;0;529.12
1425;697.27;27.38;0.73;0;697.27
1426;779.75;28.22;0.81;0;779.75
1427;862.24;28.65;0.77;0;862.24
1428;790.77;28.87;0.65;0;790.77
1429;667.68;28.93;0.55;0;667.68
1430;479.58;28.8;0.51;0;479.58
1431;261.14;28.46;0.41;0;261.14
1432;121.9;27.94;0.32;0;121.9
1433;26.59;27.25;0.56;0;26.59
1434;0;26.72;1;0;0
1435;0;26.4;1.19;0;0
1436;0;26.12;1.29;0;0
1437;0;25.95;1.33;0;0
1438;0;25.77;1.33;0;0
1439;0;25.62;1.3;0;0
1440;0;25.47;1.28;0;0
1441;0;25.19;1.36;0;0
1442;0;24.87;1.48;0;0
1443;0;24.55;1.57;0;0
1444;0;24.36;1.58;0;0
1445;0;24.24;1.53;0;0
1446;21.88;24.51;1.21;0;21.88
1447;96.24;25.44;0.66;0;96.24
1448;156.09;25.97;0.43;0;156.09
1449;289.48;26.57;0.47;0;289.48
1450;496.99;26.78;0.51;0;496.99
1451;710.25;27.05;0.41;0;710.25
1452;741.05;27.19;0.3;0;741.05
1453;612.7;27.08;0.26;0;612.7
1454;512.98;26.82;0.21;0;512.98
1455;347.36;26.54;0.15;0;347.36
1456;166.73;26.23;0.14;0;166.73
1457;30.47;25.95;0.51;0;30.47
1458;0;25.59;0.91;0;0
1459;0;25.33;1.08;0;0
1460;0;25;1.23;0;0
1461;0;24.72;1.33;0;0
1462;0;24.59;1.29;0;0
1463;0;24.56;1.18;0;0
1464;0;24.68;1;0;0
1465;0;24.86;0.77;0;0
1466;0;24.9;0.61;0;0
1467;0;24.9;0.46;0;0
1468;0;24.84;0.43;0;0
1469;0;24.56;0.74;0;0
1470;69.7;24.28;0.91;0;69.7
1471;227.41;25.02;0.54;0;227.41
1472;398.4;26.19;0.42;0;398.4
1473;604.38;27.37;0.35;0;604.38
1474;711.94;28.25;0.25;0;711.94
1475;797.38;28.77;0.19;0;797.38
1476;696.91;29;0.21;0;696.91
1477;655.88;28.97;0.24;0;655.88
1478;583.95;28.74;0.27;0;583.95
1479;438.82;28.28;0.27;0;438.82
1480;219.26;27.62;0.2;0;219.26
1481;42.77;27.08;0.3;0;42.77
1482;0;26.48;0.5;0;0
1483;0;26.38;0.72;0;0
1484;0;26.07;0.86;0;0
1485;0;25.68;1.01;0;0
1486;0;25.08;1.2;0;0
1487;0;24.38;1.37;0;0
1488;0;23.87;1.42;0;0
1489;0;23.56;1.15;0;0
1490;0;23.39;1.08;0;0
1491;0;23.26;1.04;0;0
1492;0;23.14;0.99;0;0
1493;0;23.02;1;0;0
1494;85.81;23.56;0.77;0;85.81
1495;288.87;24.96;0.49;0;288.87
1496;459.58;26.37;0.52;0;459.58
1497;614.65;27.36;0.51;0;614.65
1498;688.55;27.95;0.42;0;688.55
1499;703.66;28.34;0.36;0;703.66
1500;562.52;28.48;0.34;0;562.52
1501;436.71;28.3;0.38;0;436.71
1502;190.24;27.83;0.45;0;190.24
1503;174.46;27.24;0.47;0;174.46
1504;98.51;26.62;0.43;0;98.51
1505;21.11;25.98;0.43;0;21.11
1506;0;25.52;0.74;0;0
1507;0;25.32;0.97;0;0
1508;0;25.18;1.05;0;0
1509;0;25.07;1.11;0;0
1510;0;24.99;1.11;0;0
1511;0;24.87;1.09;0;0
1512;0;24.76;1.07;0;0
1513;0;24.65;1.04;0;0
1514;0;24.55;1.02;0;0
1515;0;24.51;0.97;0;0
1516;0;24.57;0.85;0;0
1517;0;24.7;0.67;0;0
1518;89.76;24.86;0.59;0;89.76
1519;273.59;25.61;0.33;0;273.59
1520;487.26;26.91;0.29;0;487.26
1521;699.32;28.03;0.31;0;699.32
